sample_id,concentration_ppb,source_file,Ip_corr,Ep,Area_peak,FWHM,Peak_to_bg,Slope_rise,Slope_fall,Symmetry,dIdE_max,d2IdE2_max,Mean,Var,Skew,Kurtosis,Energy,FWHM_valid,Slope_fall_valid,Symmetry_valid,Peak_to_bg_valid
0ppb_S1,0,Ac TW  0ppb.xlsx,3.0460000000000003,-0.0833,0.44059737,0.0,2.3453139918075703,6.498965585110917,-51.56862745098028,-0.12602556838047813,26.30392156862743,744.9058054594375,1.7871920000000001,0.256199019136,0.9807209521417335,3.16194296141696,86.25635659999999,0,1,1,1
0ppb_S2,0,Ac TW  0ppb.xlsx,2.6550000000000002,-0.0833,0.4149507400000001,0.0,2.036042944785276,4.94124241502079,-45.08823529411753,-0.10959050365995257,26.294117647058712,761.7262591311035,1.6802480000000002,0.149775780096,0.9238439276510656,3.518208511067673,74.32522804000003,0,1,1,1
0ppb_S3,0,Ac TW  0ppb.xlsx,2.4266,-0.0833,0.31548698,0.0,2.774779307505833,6.061659958051962,-40.41176470588224,-0.1499974079867302,24.39215686274511,647.8277585544022,1.2821279999999995,0.23350723161600012,1.0014692522441222,2.7958889085965093,46.93398599999998,0,1,1,1
0ppb_S4,0,Ac TW  0ppb.xlsx,3.2844000000000007,-0.0833,0.4582358900000001,0.0,2.7956147220046983,8.670027547939421,-54.51960784313717,-0.1590258604369398,27.764705882352942,1095.251826220683,1.8562880000000002,0.406883923456,0.7134647922121771,2.59742218721183,96.31722656000002,0,1,1,1
0ppb_S5,0,Ac TW  0ppb.xlsx,2.1285999999999996,-0.0833,0.20706873999999997,0.0,8.023974668275029,7.590789011712575,-35.764705882352835,-0.21224245591959565,24.254901960784302,632.929642445213,0.8440879999999998,0.346479910656,0.8358623934786416,2.3417016569667655,26.474111559999994,0,1,1,1
0ppb_S6,0,Ac TW  0ppb.xlsx,2.3676000000000004,-0.0833,0.25191928,0.0,5.617348391382747,7.95306421934079,-39.11764705882343,-0.2033114161335245,25.186274509803923,579.5847750865044,1.02576,0.3665713376000001,0.7762963117419668,2.376911683579981,35.46887288,0,1,1,1
0ppb_S7,0,Ac TW  0ppb.xlsx,2.2854,-0.0833,0.27182278,0.0,3.6149952546662463,6.282229959926142,-37.60784313725484,-0.16704573928896443,24.009803921568633,583.4294502114564,1.105832,0.2474145045760001,0.9811267083441974,2.7791070562300257,36.756972919999995,0,1,1,1
0ppb_S8,0,Ac TW  0ppb.xlsx,2.5342000000000007,-0.0833,0.2846447100000001,0.0,4.68844816103012,7.927438223427048,-42.28431372549013,-0.18747941080212385,26.950980392156865,677.6239907727788,1.1574480000000003,0.3679385544960002,0.8438685875691481,2.529800169677048,42.69061068000002,0,1,1,1
0ppb_S9,0,Ac TW  0ppb.xlsx,1.9312,-0.0833,0.23792418999999998,0.0,3.246805648957634,4.35386731309823,-29.421568627450917,-0.14798216125825406,23.598039215686256,622.8373702422143,0.9680639999999998,0.1349990231040001,1.0979957295926508,3.431730325005052,26.803673279999995,0,1,1,1
0ppb_S10,0,Ac TW  0ppb.xlsx,2.5536000000000003,-0.0833,0.41876187000000015,0.0,1.9962476547842396,4.847971431148208,-44.59803921568618,-0.10870369003673737,25.039215686274503,525.2787389465593,1.6930560000000003,0.12390181606400001,0.47700868453932205,3.441551429517258,74.75851088000005,0,1,1,1
0ppb_S11,0,Ac TW  0ppb.xlsx,2.4305999999999996,-0.0833,0.3773862599999999,0.0,2.5854146279198402,6.121491310705423,-40.91176470588222,-0.14962667474046373,19.901960784313637,502.2106881968469,1.5244799999999996,0.17903614399999998,0.04846721126141521,2.5843467842179075,62.57688535999998,0,1,1,1
0ppb_S12,0,Ac TW  0ppb.xlsx,2.0958,-0.0833,0.30126980999999997,0.0,2.452260600954788,4.22203871611303,-32.89215686274501,-0.1283600444243011,21.794117647058826,509.4194540561318,1.222248,0.11350771609600001,0.9036096911478763,3.469215740094597,40.18494723999999,0,1,1,1
0ppb_S13,0,Ac TW  0ppb.xlsx,2.1606000000000005,-0.0833,0.2431766900000001,0.0,4.205793039009575,6.510763411533941,-35.852941176470495,-0.18159635438240737,22.27450980392156,617.0703575547861,0.9896480000000004,0.261647290496,0.9207769280666946,2.5315660440973247,31.02626136000002,0,1,1,1
0ppb_S14,0,Ac TW  0ppb.xlsx,3.2596000000000003,-0.0833,0.4796323700000001,0.0,2.47622231000638,7.468830697026658,-58.176470588235155,-0.12838232745141911,27.31372549019598,701.6532103037275,1.9401280000000005,0.315007474816,0.7919083845200723,3.072444490067125,101.97760328000004,0,1,1,1
0ppb_S15,0,Ac TW  0ppb.xlsx,2.5360000000000005,-0.0833,0.38787980000000005,0.0,2.5050377336125496,5.867273646466686,-41.166666666666565,-0.14252486590607372,21.794117647058783,593.0411380238368,1.5684,0.17435857600000013,0.2596235863567163,2.9842797368067595,65.85592840000002,0,1,1,1
0ppb_S16,0,Ac TW  0ppb.xlsx,2.3210000000000006,-0.0833,0.3340092800000001,0.0,2.6188112109040036,5.473809620314991,-37.27450980392149,-0.1468512838695766,20.80392156862746,499.32718185313274,1.3532800000000003,0.15973855040000004,0.5943205163837352,2.9037549619274907,49.77763272000002,0,1,1,1
0ppb_S17,0,Ac TW  0ppb.xlsx,2.5204000000000004,-0.0833,0.3281678,0.0,3.3637625453768956,6.782457514870046,-41.186274509803845,-0.16467761640484313,23.284313725490208,435.8900422914263,1.3299680000000003,0.25789208857600004,0.7276017178112733,2.7619739443214537,50.66767424000002,0,1,1,1
0ppb_S18,0,Ac TW  0ppb.xlsx,2.8194000000000004,-0.0833,0.49283545000000006,0.0,1.9025318505722306,5.097301901782939,-47.52941176470577,-0.10724521328008683,32.274509803921426,562.283737024222,1.9891360000000002,0.13653703910400003,-0.2645011711139698,3.8876719216232956,102.32997664,0,1,1,1
0ppb_S19,0,Ac TW  0ppb.xlsx,3.1198000000000006,-0.0833,0.4487342100000001,0.0,2.769217113438665,8.096106133051146,-51.51960784313717,-0.15714611333419948,24.745098039215662,590.157631680122,1.8163600000000004,0.3289110016000001,0.4872044768548245,2.586981365869097,90.70186628000005,0,1,1,1
0ppb_S20,0,Ac TW  0ppb.xlsx,3.4582000000000006,-0.0833,0.5187177000000001,0.0,2.3950743829127075,7.777120044899954,-60.28431372549008,-0.12900735803867244,29.617647058823486,677.1434063821612,2.0983600000000004,0.32938960320000016,0.7072447557112123,3.0803682847635154,118.31260732000005,0,1,1,1
0ppb_S21,0,Ac TW  0ppb.xlsx,2.2760000000000007,-0.0833,0.3059606100000001,0.0,3.3642760007095145,6.3618944894338645,-38.95098039215677,-0.1633307923287832,20.598039215686285,546.4244521337943,1.2380000000000002,0.21077559360000012,0.5764103043209643,2.6738398827904035,43.585489840000015,0,1,1,1
0ppb_S22,0,Ac TW  0ppb.xlsx,3.5886,-0.0833,0.6609658700000001,0.0,1.6185278729929637,5.486854066427799,-62.4901960784312,-0.08780343815118248,47.941176470588175,561.3225682429857,2.6684,0.16749441599999998,-0.127703145413834,4.133167332258309,182.19632440000004,0,1,1,1
0ppb_S23,0,Ac TW  0ppb.xlsx,3.3494,-0.0833,0.46347248000000013,0.0,3.4292325333770175,10.171194431017536,-58.637254901960645,-0.17345959404176411,25.323529411764696,590.1576316801212,1.873216,0.4973640541440001,0.35923197332758305,2.3065991164357986,100.15755592000002,0,1,1,1
0ppb_S24,0,Ac TW  0ppb.xlsx,2.7174,-0.0833,0.39153448999999996,0.0,2.8688766891891904,7.044425854906882,-43.99999999999988,-0.1601005876115205,22.85294117647061,578.1430219146489,1.5844479999999999,0.24986864089600014,0.3984827459629853,2.6645968511774982,69.00860263999999,0,1,1,1
100ppb_S1,100,Ac TW 100ppb.xlsx,20.448000000000004,-0.1956,2.8358292200000004,0.13010213456147374,3.1605109245360015,167.57699163581543,-144.94323477588836,-1.156156007522003,214.90196078431404,3316.032295271051,11.228816000000002,35.03475853414401,0.17604335245730376,1.6192341659307168,4028.0266824000014,1,1,1,1
100ppb_S2,100,Ac TW 100ppb.xlsx,20.136,-0.2058,2.8719156800000007,0.136819247393847,2.8072092971381406,168.48449197860978,-137.952253176664,-1.2213246837139056,197.54901960784332,3037.2933487120326,11.378624,33.133469018624005,0.10669950411933929,1.6163173676771325,4065.163828800001,1,1,1,1
100ppb_S3,100,Ac TW 100ppb.xlsx,18.903000000000002,-0.1956,2.64074954,0.13135511812677778,3.1404505582137165,154.43267516796945,-134.41646333829357,-1.1489119065668314,200.09803921568653,3001.730103806225,10.456752000000002,29.85555782489601,0.16249862956951183,1.6184726008502412,3479.9805053600003,1,1,1,1
100ppb_S4,100,Ac TW 100ppb.xlsx,19.182000000000002,-0.1956,2.9131825000000005,0.1485953430502064,2.8182299012693943,143.98190045248893,-124.87458527390957,-1.1530120411344542,172.74509803921603,2950.78815840062,11.565439999999999,25.1512062464,0.06845256492401751,1.6859082505280427,3972.7652160000002,1,1,1,1
10ppb_S1,10,Ac TW 10ppb.xlsx,3.6169999999999995,-0.1751,0.7223628400000002,0.0,1.9094729284567953,17.60615303061381,-6.561497326203197,-2.6832523363690206,40.24509803921563,855.9207996924301,2.90108,0.40875853439999993,-0.8961625808275419,2.824709715840553,220.62559252000005,0,1,1,1
10ppb_S2,10,Ac TW 10ppb.xlsx,3.4560000000000004,-0.2058,0.68364695,0.0,1.7118741455489292,18.01925133689842,-7.487754673968078,-2.4064959552620144,42.509803921568576,826.124567474048,2.745608,0.2709351727360001,-0.7880285397427541,3.171833118552697,195.23246156000002,0,1,1,1
10ppb_S3,10,Ac TW 10ppb.xlsx,3.8240000000000007,-0.0833,0.7601139200000002,0.0,1.9765133972874627,8.711038758954864,-69.05882352941163,-0.12613940281280492,41.509803921568576,816.5128796616705,3.0532000000000004,0.46827528960000014,-1.0280765060624066,3.035455340629537,244.7576382400001,0,1,1,1
10ppb_S4,10,Ac TW 10ppb.xlsx,3.6150000000000007,-0.0833,0.7208317000000001,0.0,2.004769299023958,8.331992336245108,-65.03921568627433,-0.12810720806406442,38.50980392156858,838.1391772395243,2.895176,0.4476128682240004,-0.9587055901111516,2.8481990735885807,220.74142348000007,0,1,1,1
10ppb_S5,10,Ac TW 10ppb.xlsx,2.5114,-0.0833,0.46410331,0.0,2.9917564090345956,8.379653268886814,-45.59803921568617,-0.18377222821467576,23.60784313725493,655.9976931949262,1.861328,0.370740876416,-0.8532475919143543,2.275961225612612,95.88207,0,1,1,1
10ppb_S6,10,Ac TW 10ppb.xlsx,2.7613999999999996,-0.0833,0.50574415,0.0,3.078072052791154,9.700096069955872,-50.92156862745084,-0.19049091242500996,24.500000000000014,733.3717800845839,2.028328,0.48008023641599995,-0.7419614244905173,2.06451800416352,114.8548678,0,1,1,1
10ppb_S7,10,Ac TW 10ppb.xlsx,2.7328,-0.1751,0.52813963,0.0,2.356918618691138,15.577362853544878,-5.319895790484022,-2.9281330813676703,24.568627450980358,703.0949634755882,2.11844,0.3442547360000001,-0.840555713340178,2.3801830674961364,120.80106924,0,1,1,1
10ppb_S8,10,Ac TW 10ppb.xlsx,2.7254000000000005,-0.0833,0.5102364000000001,0.0,2.7211549982028034,8.883093012448201,-49.60784313725473,-0.1790663018319604,22.78431372549018,541.6186082276073,2.0469600000000003,0.4113052736,-0.7708600690095921,2.1804205705230313,115.03376288000004,0,1,1,1
10ppb_S9,10,Ac TW 10ppb.xlsx,2.2822,-0.1956,0.42611757999999994,0.0,2.238767902687856,14.545523104346652,-6.059048447644169,-2.400628288424089,22.401960784313694,647.8277585544015,1.7084159999999997,0.19493039974400006,-0.6632142432489441,2.6656815104792444,77.84039071999999,0,1,1,1
10ppb_S10,10,Ac TW 10ppb.xlsx,2.5254000000000008,-0.2058,0.4738022300000001,0.0,1.9534948482316903,15.795187165775408,-6.161357147831722,-2.5635889604831594,28.588235294117638,600.2499038831206,1.9001280000000005,0.18084918041600007,-0.6289749842333111,2.987651325018892,94.78338992000005,0,1,1,1
10ppb_S11,10,Ac TW 10ppb.xlsx,2.7159999999999997,-0.1956,0.51107378,0.0,2.5593667546174137,18.41203894145072,-5.397687013518832,-3.4110979194119,24.156862745098014,659.8423683198766,2.048432,0.35567834457599995,-0.8428606109249079,2.5333411281787352,113.79380008,0,1,1,1
10ppb_S12,10,Ac TW 10ppb.xlsx,2.9216000000000006,-0.1956,0.54326671,0.0,2.2855712363488445,19.25407925407928,-6.992533414776289,-2.7535198063397845,29.44117647058819,752.1145713187257,2.176888,0.31801786905600016,-0.8049832913184453,2.9037021645015293,126.42148084000002,0,1,1,1
10ppb_S13,10,Ac TW 10ppb.xlsx,2.3430000000000004,-0.0833,0.43368969,0.0,2.331064947468959,5.573044221428279,-40.39215686274504,-0.13797342489943817,21.990196078431353,636.7743175701629,1.74304,0.19333708799999996,-0.9681654223125005,2.9904894986546826,80.78813824000001,0,1,1,1
10ppb_S14,10,Ac TW 10ppb.xlsx,3.4626,-0.1956,0.6943576,0.0,1.8073156982692027,18.503907856849054,-7.543779539191259,-2.4528696471997895,43.098039215686214,613.7062668204542,2.785376,0.3308595050240002,-1.0414054214704795,3.443029764384073,202.22947416000002,0,1,1,1
10ppb_S15,10,Ac TW 10ppb.xlsx,3.0254,-0.0833,0.5851771100000001,0.0,2.238715406245375,7.675207400560562,-54.18627450980378,-0.1416448624673746,30.627450980392112,668.0123029603997,2.348728,0.352323602816,-1.0525692811159955,2.997514513834633,146.72117052,0,1,1,1
10ppb_S16,10,Ac TW 10ppb.xlsx,3.333000000000001,-0.1751,0.6705501600000001,0.0,1.938196366681399,16.460865075181857,-6.003907856849041,-2.741691822669113,38.264705882352885,574.7789311803135,2.691392000000001,0.3681658479360002,-1.0126762934184121,3.0642553218774817,190.29391864000007,0,1,1,1
10ppb_S17,10,Ac TW 10ppb.xlsx,2.9802000000000004,-0.2058,0.5969816000000001,0.0,1.9623103666245258,19.449910873440306,-3.5562507982443803,-5.469217998641202,34.803921568627416,643.5024990388317,2.3966000000000003,0.28334436800000007,-1.1754080835759109,3.6800940406812175,150.67589820000006,0,1,1,1
10ppb_S18,10,Ac TW 10ppb.xlsx,2.8954000000000004,-0.1956,0.5625521700000002,0.0,2.0935647143890095,17.303853009735384,-5.928983275895085,-2.9185194500524307,31.16666666666663,761.726259131103,2.2566,0.2954100928000001,-0.9197942023686744,2.96377641281686,134.69134132000005,0,1,1,1
10ppb_S19,10,Ac TW 10ppb.xlsx,3.2468000000000004,-0.1956,0.6491353800000002,0.0,2.016495664919385,19.01679692856166,-5.299271064125254,-3.5885684461964296,36.44117647058818,761.7262591311044,2.6050160000000004,0.370498322944,-1.0426690041334488,3.1504476034201043,178.91516708000003,0,1,1,1
10ppb_S20,10,Ac TW 10ppb.xlsx,3.5984000000000003,-0.0833,0.7304543800000001,0.0,1.8825991419901644,7.756046739792073,-65.18627450980375,-0.11898281959073448,43.3431372549019,630.5267204921204,2.9323520000000003,0.3945489096960001,-1.2019762489901207,3.5821068320670553,224.83092904000003,0,1,1,1
10ppb_S21,10,Ac TW 10ppb.xlsx,2.6662,-0.2058,0.5204220800000001,0.0,2.1006933501418215,18.914973262032095,-3.032149362481395,-6.2381403423190225,29.89215686274507,630.526720492119,2.0885760000000007,0.24469359142400002,-1.149339775476311,3.682085608647189,115.17108248000005,0,1,1,1
10ppb_S22,10,Ac TW 10ppb.xlsx,5.955000000000001,-0.0833,0.9253572000000001,0.0,3.5690312372641624,20.584455539328893,-106.6078431372547,-0.1930857517943306,37.86274509803917,630.0461361015028,3.7235840000000007,1.8763125565440006,-0.3276992317439381,1.9985899602574055,393.53475904000004,0,1,1,1
10ppb_S23,10,Ac TW 10ppb.xlsx,3.7120000000000006,-0.1751,0.7395929800000001,0.0,1.9642705952078574,18.780956012347637,-7.886877828054317,-2.381291611433631,42.156862745097975,679.5463283352576,2.9670320000000006,0.4593884373760001,-0.9831069141249689,3.03978408693718,231.56668316000003,0,1,1,1
10ppb_S24,10,Ac TW 10ppb.xlsx,3.5064,-0.1751,0.7115954900000001,0.0,1.9443705083843492,17.5576399844732,-6.013368983957219,-2.9197676096900747,40.25490196078427,613.2256824298343,2.856088,0.4228258754560001,-1.040827610351594,3.090144182120574,214.50161348000003,0,1,1,1
12ppb_S1,12,Ac TW 12ppb.xlsx,4.1188,-0.1751,0.8479732400000001,0.0,1.7820428507147552,18.92290973366042,-8.003359385712336,-2.3643708624957855,50.99999999999994,660.8035371011144,3.4039040000000007,0.483433632384,-1.1177822177659664,3.39388131900397,301.74990184,0,1,1,1
12ppb_S2,12,Ac TW 12ppb.xlsx,3.2352000000000007,-0.1751,0.6260636800000001,0.0,2.2985761787023615,17.92640241926722,-6.380227615521738,-2.8096807041266194,30.921568627450938,653.5947712418291,2.5114800000000006,0.4649904800000001,-0.8288568835780745,2.4365154604671195,169.31305676000005,0,1,1,1
12ppb_S3,12,Ac TW 12ppb.xlsx,3.8428,-0.1751,0.7370234300000001,0.0,2.2056662687115436,20.53714740775657,-9.993966817496219,-2.05495453234872,37.656862745097996,786.2360630526742,2.95488,0.5941512896,-0.7651558127421557,2.377863638755643,233.1366776000001,0,1,1,1
12ppb_S4,12,Ac TW 12ppb.xlsx,3.1334000000000004,-0.1751,0.58837492,0.0,2.754976436660337,19.20194039161153,-5.851021527492118,-3.2818099030037104,26.0686274509804,745.3863898500582,2.3595840000000003,0.5562287997440002,-0.7843693990391005,2.234328191136483,153.09663632000004,0,1,1,1
150ppb_S1,150,Ac TW 150ppb.xlsx,29.987000000000002,-0.1956,4.159852520000001,0.13209955389542774,2.9775475025419422,239.36329356917628,-222.89699495257435,-1.0738740269697464,305.68627450980443,4541.522491349482,16.464456,78.70133200806401,0.1127722446626811,1.6175514032322063,8744.4910846,1,1,1,1
150ppb_S2,150,Ac TW 150ppb.xlsx,27.911000000000005,-0.2058,3.88428384,0.13381670627781525,2.8173350237410775,235.1504456327988,-196.49513069212557,-1.1967240348629276,275.9803921568631,4200.307574009993,15.378551999999999,66.880580711296,0.10354819908082111,1.610659061973901,7584.511058200002,1,1,1,1
150ppb_S3,150,Ac TW 150ppb.xlsx,27.728,-0.2058,3.8386447400000003,0.13340115321356275,2.889874599786553,239.00784313725512,-196.26614996143047,-1.2177741458943587,282.74509803921603,3700.499807766243,15.187951999999997,67.56163791769599,0.08840697433686043,1.607561304453136,7455.8880968,1,1,1,1
150ppb_S4,150,Ac TW 150ppb.xlsx,28.456,-0.1956,3.9888936200000007,0.13490941440358892,3.0312843544139825,227.39119703825602,-212.32752128414293,-1.0709454698242082,279.80392156862786,4238.754325259513,15.783216,70.202986873344,0.08356087004057529,1.612734424927848,7982.822354400001,1,1,1,1
15ppb_S1,15,Ac TW 15ppb.xlsx,4.287000000000001,-0.1853,0.8001737800000002,0.0,2.264515720081136,25.976940447847323,-12.350032320620555,-2.103390482992846,41.313725490196035,967.8969627066534,3.2055280000000006,0.718485602816,-0.6483922838461011,2.499827905213388,274.84738404000007,0,1,1,1
15ppb_S2,15,Ac TW 15ppb.xlsx,4.494999999999999,-0.2058,0.8269964399999999,0.22725535690316395,1.8808790546647476,26.862032085561502,-15.159378942206889,-1.7719744448614563,52.36274509803914,898.2122260668981,3.3124000000000002,0.6014178303999997,-0.3013950278933628,2.5032765258067666,289.33528975999997,1,1,1,1
15ppb_S3,15,Ac TW 15ppb.xlsx,4.144,-0.1751,0.76283346,0.22325074324711816,2.207072858968897,22.85746951044882,-13.937954202660098,-1.639944369029883,40.77450980392151,964.0522875816987,3.05536,0.6377561824000002,-0.5100204718850045,2.38969980553142,249.32452280000004,1,1,1,1
15ppb_S4,15,Ac TW 15ppb.xlsx,4.428,-0.1751,0.80550622,0.22237061262207816,2.1946867565424273,24.31445481533951,-16.46455505279035,-1.4767757001255124,43.75490196078425,999.6155324875012,3.225088,0.725478285056,-0.3893794224811017,2.3164690833519463,278.16677232,1,1,1,1
15ppb_S5,15,Ac TW 15ppb.xlsx,3.3684000000000007,-0.1956,0.61487084,0.0,2.742818057455541,24.43617167146582,-9.604872968037084,-2.544143139923251,33.07843137254905,760.2845059592479,2.4590240000000003,0.5767141034240002,-0.736388121543676,2.4327334323051035,165.5878284,0,1,1,1
15ppb_S6,15,Ac TW 15ppb.xlsx,3.0848000000000004,-0.1751,0.55409169,0.19834601721998496,2.786529845353376,20.12889172349034,-10.536884683943518,-1.9103266598488515,29.470588235294173,684.3521722414494,2.21496,0.48862079040000034,-0.6311682911015978,2.3102323371221467,134.86671479999998,1,1,1,1
15ppb_S7,15,Ac TW 15ppb.xlsx,3.4684000000000004,-0.1751,0.62975656,0.0,2.797096774193548,22.375507717033614,-10.777320718497192,-2.0761660807430897,32.735294117647115,775.182622068441,2.5190160000000006,0.623782143744,-0.7186051580630144,2.3277656038093237,174.2305938,0,1,1,1
15ppb_S8,15,Ac TW 15ppb.xlsx,3.4106,-0.1751,0.6153211700000001,0.19918944453137225,2.7747404731686673,22.09841851186077,-11.079939668174982,-1.9944529639754514,32.39215686274515,765.5709342560598,2.4607120000000005,0.5928409346560002,-0.6655739973329066,2.329274701051627,166.19861204000009,1,1,1,1
15ppb_S9,15,Ac TW 15ppb.xlsx,2.9506,-0.1956,0.5275474900000001,0.21364453986369322,2.2708102450437138,19.549225284519416,-11.128135858269735,-1.7567385529348705,29.549019607843107,500.7689350249898,2.108736,0.347038783104,-0.3824076528084983,2.3698924792946476,119.84515752000003,1,1,1,1
15ppb_S10,15,Ac TW 15ppb.xlsx,3.4184000000000005,-0.2058,0.6136971400000002,0.22065953811625846,2.013903617297042,23.26238859180037,-11.671558876790765,-1.9930832579749314,39.362745098039184,464.7251057285668,2.4540960000000007,0.39652308518400015,-0.366582340562394,2.5227892778256735,160.47775656000007,1,1,1,1
15ppb_S11,15,Ac TW 15ppb.xlsx,3.8532000000000006,-0.1956,0.6878942000000001,0.21571842619870896,2.2174393444132408,24.967023172905556,-14.629284527727497,-1.7066469057720839,39.90196078431368,646.866589773161,2.7500959999999997,0.5705865795840002,-0.34971501704487706,2.3702993896783218,203.34036472000003,1,1,1,1
15ppb_S12,15,Ac TW 15ppb.xlsx,4.0506,-0.1956,0.7348809900000001,0.21709731190229287,2.24136786188579,26.5348279171809,-13.856586622290484,-1.9149613566804022,41.656862745097975,736.2552864282959,2.939128,0.6250452444160001,-0.5085633675262035,2.551460465957362,231.58796612,1,1,1,1
15ppb_S13,15,Ac TW 15ppb.xlsx,2.9006,-0.2058,0.56375102,0.0,1.8981990471703056,19.4324420677362,-4.2643084376505955,-4.556997307268522,35.64705882352937,658.8811995386384,2.2615999999999996,0.23325483519999995,-1.0968984656346172,3.844861718291669,133.70223488,0,1,1,1
15ppb_S14,15,Ac TW 15ppb.xlsx,3.3622,-0.2058,0.63250365,0.0,2.1766884193080593,23.66880570409985,-8.257615417163377,-2.8663003189642926,35.77450980392152,705.017301038064,2.5327599999999997,0.40298688320000026,-0.8568197143991253,3.088309577125263,170.44650251999997,0,1,1,1
15ppb_S15,15,Ac TW 15ppb.xlsx,3.4776000000000002,-0.1956,0.6394564300000001,0.22405254347069997,2.088297463489624,21.366652954888266,-11.70244989664855,-1.8258273390264577,38.25490196078426,664.1676278354478,2.55944,0.4163109024,-0.4818739869793165,2.5897126578242093,174.17610039999997,1,1,1,1
15ppb_S16,15,Ac TW 15ppb.xlsx,3.672200000000001,-0.1956,0.6846770300000001,0.0,2.172436640715587,23.070889894419334,-10.737590052298398,-2.148609677036513,38.745098039215634,706.9396386005375,2.74144,0.4859727007999999,-0.6765579672219807,2.761712885726351,200.03664936000007,0,1,1,1
15ppb_S17,15,Ac TW 15ppb.xlsx,3.5502000000000002,-0.2058,0.6736032300000001,0.0,1.8031937587615041,22.79821746880572,-7.913593203825658,-2.880893278388938,45.803921568627395,681.4686658977319,2.700192,0.332722324736,-0.694562604586736,3.287338972895583,190.59397904,0,1,1,1
