concentration_ppb,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.8590,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.8080,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.7570,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.5630,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.5120,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.4610,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.3180,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.2670,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.2160,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.0220,E_-0.0118,E_-0.0016
15,-6.849,-6.1,-7.199,-7.227,-4.476,0.354,4.479,7.849,10.869,13.589,12.599,9.509,7.209,5.239,3.559,2.447,1.663,0.816,0.424,0.459,0.319,0.333,0.746,0.97,1.075,1.351,1.684,1.547,1.453,1.631,1.386,1.071,1.106,0.938,0.56,0.557,0.515,0.238,0.074,0.217,0.133,0.151,0.063,0.189,0,0.144,0.546,0.627,0.781,1.369,1.687,1.708,2.128,2.377,2.184,2.174,2.345,2.139,1.904,2.079,2.128,1.981,2.233,2.65,2.737,3.01,3.729,4.039,4.089,4.479,4.619,4.189,4.059,4.069,3.609,3.269,3.469,3.369,3.179,3.469,3.769,3.629,3.809,3.969,4.229,4.229,4.719,4.989,4.959
15,-6.884,-6.254,-7.22,-3.664,1.054,5.067,8.587,11.507,13.857,12.787,9.787,7.357,5.507,3.857,2.524,1.712,1.075,0.375,0.102,0.228,0.123,0.053,0.466,0.697,0.732,1.012,1.148,0.949,0.753,0.895,0.714,0.522,0.559,0.417,0.126,0.116,-0.021,-0.11,-0.217,-0.001,-0.094,-0.232,-0.026,0.111,0,0.261,0.776,0.996,1.253,1.927,2.344,2.438,2.82,3.122,2.909,2.802,2.963,2.729,2.487,2.655,2.68,2.541,2.8,3.187,3.327,3.607,4.257,4.437,4.427,4.687,4.667,4.167,3.917,3.857,3.377,3.037,3.157,3.087,2.9,3.129,3.367,3.217,3.347,3.697,3.667,3.637,4.037,4.257,4.247
15,-6.45,-6.912,-7.066,-7.031,-6.324,-4.385,0.389,4.074,7.314,10.044,12.374,11.704,8.924,6.634,4.694,3.384,2.328,1.355,0.816,0.739,0.473,0.375,0.683,0.956,0.984,1.33,1.666,1.593,1.423,1.638,1.467,1.155,1.192,1.124,0.735,0.646,0.744,0.378,0.174,0.307,0.189,-0.01,0.126,0.228,0,0.153,0.555,0.616,0.735,1.281,1.631,1.686,2.083,2.375,2.186,2.191,2.396,2.177,1.917,2.099,2.134,1.948,2.211,2.575,2.548,2.828,3.504,3.804,3.884,4.274,4.454,4.064,3.944,3.984,3.504,3.159,3.268,3.171,2.947,3.18,3.454,3.289,3.474,3.864,3.854,3.814,4.274,4.494,4.474
15,-7.31,-6.477,-7.646,-7.569,-6.988,-3.173,1.342,5.192,8.422,11.232,14.222,11.202,8.602,6.372,4.492,3.152,2.203,1.265,0.796,0.614,0.488,0.362,0.817,1.062,1.076,1.454,1.786,1.699,1.638,1.552,1.562,1.139,1.214,1.079,0.698,0.603,0.626,0.315,0.152,0.295,0.185,-0.051,0.08,0.206,0,0.182,0.582,0.647,0.775,1.363,1.659,1.788,2.157,2.525,2.373,2.32,2.514,2.338,2.094,2.255,2.276,2.131,2.332,2.719,2.8,3.062,3.732,4.052,4.152,4.562,4.742,4.382,4.232,4.222,3.702,3.332,3.512,3.072,3.012,3.252,3.492,3.362,3.512,3.912,3.912,3.852,4.272,4.512,4.452
15,-6.776,-6.762,-6.23,-0.728,3.612,7.34,10.67,13.56,15.1,12.29,9.79,7.7,6.33,5.08,4.11,3.81,3.77,3.83,4.39,5.45,6.31,7.01,7.85,8.15,7.76,7.38,6.95,5.98,5.07,4.68,3.94,3.178,2.779,2.366,1.729,1.372,1.204,0.77,0.392,0.357,0.224,-0.063,0.035,0.119,0,0.133,0.448,0.553,0.616,1.12,1.295,1.288,1.456,1.603,1.407,1.26,1.435,1.288,1.085,1.274,1.337,1.274,1.526,1.946,2.1,2.303,2.968,3.206,3.22,3.507,3.619,3.29,3.136,3.234,2.905,2.611,2.737,2.726,2.541,2.737,2.947,2.793,2.835,2.967,3.171,3.069,3.5,3.77,3.77
15,-5.887,-5.502,-4.606,-1.498,2.345,5.527,8.367,10.917,13.247,10.757,8.577,6.777,5.487,4.459,3.542,3.108,3.101,3.066,3.395,4.368,5.017,5.757,6.687,7.137,7.037,6.857,6.527,5.717,4.967,4.494,3.801,3.192,2.758,2.345,1.799,1.484,1.253,0.959,0.588,0.553,0.371,0.189,0.168,0.178,0,0.108,0.385,0.448,0.521,0.903,1.081,1.029,1.242,1.417,1.309,1.2,1.284,1.172,1.001,1.137,1.232,1.155,1.337,1.729,1.876,2.075,2.621,2.877,2.95,3.206,3.332,3.034,2.898,2.954,2.642,2.376,2.478,2.425,2.275,2.432,2.523,2.418,2.504,2.777,2.746,2.698,3.026,3.251,3.279
15,-6.426,-5.754,-6.657,-5.523,-1.288,2.275,5.519,8.139,10.579,11.899,9.409,7.409,5.999,4.839,3.939,3.556,3.549,3.654,4.259,5.519,6.439,7.309,8.399,8.879,8.529,8.309,7.769,6.729,5.709,5.209,4.409,3.528,3.122,2.551,1.967,1.557,1.316,0.903,0.511,0.465,0.297,0.073,0.108,0.168,0,0.091,0.409,0.486,0.581,0.987,1.183,1.193,1.375,1.515,1.41,1.274,1.417,1.309,1.151,1.284,1.379,1.277,1.498,1.914,2.086,2.303,2.915,3.199,3.23,3.559,3.71,3.409,3.297,3.367,3.031,2.751,2.894,2.835,2.656,2.835,3.034,2.891,2.943,3.094,3.304,3.237,3.675,3.959,3.989
15,-5.708,-6.674,-6.723,-3.965,0.123,3.749,6.937,9.647,11.967,11.667,9.367,7.427,6.107,4.967,4.037,3.787,3.686,3.767,4.327,5.517,6.297,6.967,8.047,8.357,8.027,7.777,7.397,6.387,5.507,5.017,4.267,3.497,3.049,2.667,1.967,1.593,1.365,0.984,0.553,0.487,0.319,0.074,0.116,0.154,0,0.077,0.403,0.494,0.578,0.97,1.187,1.169,1.372,1.575,1.393,1.32,1.463,1.306,1.131,1.281,1.355,1.271,1.484,1.911,2.079,2.268,2.863,3.196,3.217,3.539,3.675,3.35,3.213,3.276,2.93,2.643,2.769,2.723,2.548,2.695,2.909,2.765,2.814,2.906,3.038,3.007,3.418,3.656,3.682
15,-5.834,-5.813,-5.407,-2.138,2.538,6.781,10.441,13.371,16.101,15.111,12.251,9.871,8.071,6.481,5.091,4.246,3.56,2.839,2.517,2.594,2.531,2.573,3.003,3.343,3.322,3.64,3.77,3.483,3.21,3.178,2.769,2.356,2.142,1.796,1.365,1.047,0.872,0.602,0.333,0.319,0.175,0.028,0.011,0.098,0,0.088,0.256,0.305,0.347,0.613,0.746,0.732,0.973,1.176,1.131,1.124,1.176,1.246,1.201,1.323,1.449,1.404,1.61,1.925,2.048,2.237,2.674,2.863,2.877,3.08,3.129,2.804,2.674,2.632,2.342,2.086,2.174,2.022,1.868,2.055,1.999,2.049,2.247,2.512,2.512,2.506,2.839,3.009,3.014
15,-5.995,-4.784,0.634,5.119,8.979,12.379,15.319,16.729,13.639,11.109,8.889,7.029,5.719,4.499,3.455,2.881,2.454,1.978,1.866,2.097,2.132,2.244,2.727,2.982,2.881,3.024,3.126,2.737,2.426,2.366,1.967,1.523,1.327,1.117,0.662,0.48,0.35,0.126,-0.094,-0.035,-0.084,-0.154,-0.014,0.067,0,0.144,0.375,0.483,0.567,0.882,1.082,1.131,1.33,1.512,1.414,1.435,1.645,1.575,1.481,1.736,1.869,1.862,2.153,2.545,2.706,2.87,3.353,3.476,3.378,3.462,3.423,3.007,2.814,2.755,2.457,2.212,2.317,2.219,2.274,2.286,2.274,2.349,2.473,2.743,2.729,2.746,3.098,3.297,3.336
15,-4.288,-5.471,-5.436,-5.086,-5.485,-1.117,2.852,6.188,9.138,11.718,14.368,11.508,9.358,7.478,5.838,4.637,3.741,2.81,2.215,1.949,1.585,1.34,1.508,1.62,1.571,1.844,1.984,1.847,1.861,1.877,1.697,1.422,1.317,1.111,0.794,0.673,0.579,0.307,0.083,0.048,-0.05,-0.08,0,-0.03,0,0.056,0.186,0.295,0.403,0.623,0.763,0.917,1.134,1.301,1.374,1.429,1.572,1.678,1.647,1.754,1.908,1.974,2.096,2.495,2.771,2.889,3.422,3.78,3.786,3.991,4.007,3.702,3.506,3.384,3.039,2.714,2.74,2.603,2.451,2.581,2.682,2.694,2.808,3.079,3.104,3.088,3.396,3.547,3.512
15,-5.159,-5.005,-5.159,-5.18,-5.292,-1.435,3.773,8.097,11.857,15.277,17.877,16.627,13.727,11.167,8.957,7.367,6.037,4.697,3.843,3.395,2.695,2.212,2.142,1.963,1.736,1.813,1.885,1.631,1.736,1.896,1.585,1.392,1.427,1.137,0.771,0.716,0.574,0.262,0.263,0.211,0.129,0.043,0.062,0.158,0,0.203,0.301,0.402,0.479,0.764,0.88,0.997,1.235,1.417,1.424,1.479,1.668,1.693,1.659,1.81,1.992,2.061,2.188,2.649,2.897,3.027,3.622,3.952,3.983,4.198,4.242,3.878,3.691,3.624,3.213,2.931,3.005,2.887,2.723,2.893,3.078,3.006,3.16,3.477,3.495,3.523,3.885,4.046,4.081
15,-5.971,-5.32,-3.395,1.491,5.785,9.475,12.675,15.295,15.185,12.445,10.005,7.955,6.645,5.435,4.365,3.773,3.43,2.842,2.639,2.947,2.779,2.747,3.227,3.374,3.272,3.405,3.419,3.01,2.656,2.537,2.079,1.61,1.407,1.088,0.665,0.462,0.416,0.112,-0.042,0.063,-0.021,-0.189,-0.021,0.112,0,0.122,0.42,0.455,0.483,0.843,0.962,0.931,1.151,1.302,1.162,1.155,1.248,1.333,1.34,1.522,1.683,1.673,1.963,2.324,2.45,2.544,2.975,2.992,2.821,2.891,2.824,2.436,2.306,2.338,2.17,2.016,2.299,2.285,2.268,2.541,2.788,2.746,2.891,3.26,3.316,3.386,3.862,4.205,4.385
15,-5.691,-5.341,-4.746,-5.621,-4.116,0.091,3.773,6.938,9.588,12.048,12.948,10.418,8.508,6.898,5.408,4.543,3.878,3.01,2.625,2.436,2.079,1.764,1.869,1.841,1.785,1.673,1.757,1.554,1.386,1.521,1.307,0.976,0.991,0.759,0.412,0.354,0.317,0.07,0.056,0.009,-0.065,-0.095,0.033,0.035,0,0.13,0.304,0.334,0.507,0.731,0.807,0.857,1.031,1.199,1.155,1.189,1.26,1.361,1.326,1.523,1.711,1.734,1.915,2.376,2.558,2.669,3.186,3.384,3.283,3.441,3.517,3.134,2.977,2.957,2.653,2.418,2.588,2.564,2.471,2.711,2.928,2.875,3.05,3.407,3.442,3.496,3.874,4.14,4.203
15,-5.017,-5.458,-5.528,-5.43,-5.115,-5.521,-1.3,2.599,6.058,9.058,11.468,14.318,11.638,9.378,7.328,5.908,4.828,3.628,2.886,2.529,2.004,1.493,1.479,1.29,0.989,1.003,1.094,0.877,0.73,0.926,0.737,0.576,0.551,0.467,0.205,0.152,0.142,-0.023,-0.1,0.019,-0.002,-0.072,-0.009,0.074,0,0.081,0.217,0.276,0.423,0.628,0.783,0.88,1.069,1.286,1.313,1.411,1.559,1.602,1.615,1.692,1.876,1.895,2.007,2.247,2.544,2.61,3.101,3.388,3.413,3.571,3.666,3.35,3.197,3.147,2.777,2.503,2.567,2.503,2.347,2.497,2.671,2.651,2.776,3.059,3.103,3.106,3.427,3.544,3.547
15,-5.239,-4.917,-5.253,-5.435,-5.225,-0.395,4.722,9.045,12.685,15.995,19.485,16.025,13.105,10.535,8.415,6.875,5.635,4.372,3.469,3.007,2.398,1.81,1.628,1.369,0.963,0.816,0.837,0.602,0.476,0.648,0.553,0.357,0.279,0.287,0.049,0.053,-0.189,-0.322,-0.231,-0.218,-0.209,-0.196,-0.05,-0.011,0,0.141,0.244,0.325,0.518,0.716,0.831,0.962,1.123,1.333,1.349,1.388,1.589,1.638,1.564,1.736,1.882,1.927,2.025,2.413,2.604,2.691,3.214,3.523,3.51,3.863,3.889,3.576,3.418,3.345,3.021,2.757,2.839,2.783,2.662,2.863,3.068,3.028,3.189,3.52,3.555,3.584,3.903,4.06,4.039
15,-5.379,-2.453,3.637,8.849,13.289,17.169,20.589,19.619,15.989,12.989,10.319,8.159,6.509,5.089,3.833,3.042,2.44,1.649,1.257,1.019,0.599,0.333,0.277,0.109,-0.192,-0.15,-0.143,-0.325,-0.43,-0.304,-0.381,-0.357,-0.388,-0.353,-0.542,-0.462,-0.364,-0.413,-0.353,-0.143,-0.215,-0.161,0.044,-0.091,0,0.208,0.413,0.59,0.825,1.103,1.253,1.292,1.494,1.698,1.683,1.767,1.825,1.862,1.799,1.932,2.182,2.257,2.415,2.882,3.149,3.143,3.558,3.73,3.527,3.535,3.401,2.968,2.795,2.767,2.534,2.38,2.576,2.483,2.559,2.802,3.01,2.963,3.094,3.406,3.439,3.448,3.845,4.078,4.19
15,-4.713,-5.427,-5.441,-5.252,-4.643,-5.427,-2.879,1.874,5.812,9.422,12.282,14.922,14.802,12.032,9.592,7.862,6.482,5.062,4.149,3.624,2.812,2.182,1.944,1.545,0.985,0.887,0.796,0.376,0.215,0.271,0.061,-0.17,-0.16,-0.233,-0.377,-0.366,-0.401,-0.436,-0.426,-0.237,-0.191,-0.202,-0.118,0.024,0,0.098,0.176,0.191,0.355,0.603,0.722,0.817,1.051,1.188,1.197,1.247,1.427,1.499,1.433,1.599,1.741,1.795,1.842,2.266,2.486,2.591,3.161,3.455,3.436,3.613,3.662,3.405,3.227,3.167,2.828,2.537,2.642,2.595,2.464,2.667,2.892,2.856,3.034,3.379,3.43,3.461,3.822,4.023,4.025
15,-5.764,-5.743,-5.337,-5.6555,-5.792,-5.75,-4.063,1.068,5.133,8.633,11.743,14.253,15.113,12.263,9.813,8.063,6.743,5.263,4.337,3.826,3.07,2.433,2.16,1.789,1.243,1.145,1.026,0.515,0.333,0.459,0.186,-0.073,0.011,-0.045,-0.283,-0.311,-0.336,-0.36,-0.263,-0.199,-0.157,-0.199,-0.129,0.074,0,-0.078,0.084,0.119,0.3,0.633,0.724,0.822,1.135,1.344,1.376,1.453,1.578,1.762,1.72,1.991,2.149,2.113,2.278,2.7,2.87,2.961,3.507,3.815,3.884,4.137,4.19,3.843,3.728,3.667,3.276,2.989,3.079,3.007,2.853,3.051,3.285,3.234,3.425,3.817,3.864,3.931,4.326,4.538,4.54
15,-4.028,-5.155,-5.022,-5.0832,-5.099,-5.057,-1.858,3.224,7.468,11.108,14.418,17.198,16.538,13.528,11.018,9.208,7.788,6.258,5.248,4.645,3.819,2.986,2.692,2.244,1.621,1.46,1.323,0.854,0.707,0.714,0.501,0.35,0.357,0.301,0.226,0.088,0.158,0.067,0.105,0.16,0.168,0.114,0.004,0.021,0,0.241,0.408,0.41,0.543,0.845,0.96,0.991,1.277,1.516,1.485,1.598,1.87,1.938,1.944,2.215,2.471,2.536,2.841,3.411,3.716,3.934,4.62,4.998,5.051,5.318,5.338,4.942,4.68,4.522,4.062,3.679,3.705,3.551,3.338,3.544,3.707,3.63,3.773,4.132,4.174,4.202,4.624,4.848,4.886
15,-4.995,-4.869,-4.302,-4.841,0.864,6.893,12.183,16.643,20.523,24.293,20.013,16.293,13.333,10.773,8.603,6.953,5.573,4.266,3.3,2.733,1.984,1.389,1.263,0.962,0.535,0.472,0.402,0.143,0.073,0.262,0.08,0.003,0.013,-0.039,-0.221,-0.092,0.045,-0.102,-0.109,-0.061,0.01,-0.044,-0.017,-0.036,0,0.195,0.384,0.459,0.641,0.92,1.089,1.225,1.489,1.721,1.748,1.899,2.157,2.181,2.128,2.287,2.461,2.48,2.597,3.053,3.289,3.419,4.078,4.409,4.506,4.766,4.849,4.504,4.359,4.276,3.87,3.552,3.592,3.487,3.314,3.498,3.716,3.652,3.844,4.189,4.212,4.276,4.642,4.81,4.784
15,-5.722,-5.75,-5.582,-4.959,-5.708,-3.944,1.39,5.922,9.862,13.322,16.302,16.852,13.772,11.182,8.892,7.302,6.032,4.692,3.819,3.336,2.531,1.915,1.747,1.362,0.893,0.767,0.627,0.263,0.074,0.221,-0.003,-0.164,-0.101,-0.087,-0.162,-0.276,-0.185,-0.29,-0.381,-0.206,-0.171,-0.154,-0.003,0.175,0,0.137,0.492,0.135,0.357,0.648,0.786,0.843,1.172,1.37,1.345,1.483,1.71,1.715,1.671,1.885,2.001,2.005,2.201,2.587,2.817,2.926,3.531,3.87,4.031,4.311,4.426,4.099,3.927,3.889,3.455,3.115,3.143,3.007,2.827,2.996,3.194,3.126,3.325,3.698,3.728,3.808,4.179,4.375,4.381
15,-5.037,-4.358,-5.002,-5.093,-4.841,-3.189,1.417,5.197,8.435,11.345,13.825,14.175,11.525,9.355,7.435,6.105,4.994,3.895,3.174,2.775,2.18,1.669,1.55,1.235,0.794,0.787,0.759,0.402,0.269,0.36,0.234,0.066,0.066,0.038,0.012,-0.05,-0.008,-0.127,-0.106,0.143,0.132,0.178,0.176,0.262,0,0.176,0.311,0.408,0.517,0.742,0.899,1.02,1.203,1.385,1.406,1.552,1.714,1.784,1.749,1.936,2.097,2.135,2.248,2.596,2.817,2.888,3.459,3.803,3.877,4.132,4.367,4.052,3.965,3.923,3.566,3.247,3.291,3.186,3.016,3.179,3.361,3.326,3.492,3.841,3.891,3.944,4.303,4.476,4.467
15,-3.485,-4.388,-4.43,2.206,9.128,15.138,20.488,25.298,28.328,23.718,19.708,16.228,13.368,10.878,8.788,7.118,5.788,4.474,3.606,2.997,2.255,1.674,1.45,1.135,0.771,0.645,0.638,0.281,0.183,0.358,0.253,0.071,0.155,0.137,0.004,0.081,0.083,0.116,0.13,0.291,0.312,0.272,0.014,0.092,0,0.326,0.504,0.529,0.634,0.969,1.087,1.12,1.38,1.641,1.508,1.585,1.89,1.824,1.749,2.004,2.163,2.138,2.343,2.829,2.994,3.124,3.822,4.141,4.117,4.453,4.603,4.316,4.194,4.211,3.846,3.585,3.732,3.667,3.513,3.765,4.001,3.945,4.154,4.546,4.595,4.637,5.034,5.298,5.302
200,-4.146,2.91,9.218,14.418,18.818,22.688,22.138,17.688,13.848,10.698,7.938,5.558,3.838,2.294,1.034,0.208,-0.422,-1.052,-1.29,-1.248,-1.311,-1.276,-0.954,-0.835,-0.863,-0.674,-0.534,-0.818,-1.038,-0.881,-1.014,-1.224,-1.171,-1.14,-1.325,-1.406,-1.259,-1.292,-1.36,-0.982,-0.818,-0.783,-0.303,-0.117,0,0.533,1.18,1.332,1.513,2.232,2.75,2.998,3.828,4.418,4.888,5.708,7.218,8.578,9.968,12.448,15.178,17.798,20.728,24.708,27.938,30.988,34.748,36.458,35.998,35.428,33.348,29.218,25.288,21.708,17.378,13.608,11.168,8.758,6.668,5.508,4.698,3.728,3.258,3.148,2.885,2.7,2.988,3.168,3.168
200,-6.73,-4.378,3.073,9.363,14.763,19.483,23.503,22.753,18.193,14.283,10.943,8.033,5.853,3.873,2.293,1.18,0.396,-0.388,-0.78,-0.808,-1.011,-1.081,-0.773,-0.542,-0.591,-0.388,-0.245,-0.427,-0.644,-0.483,-0.588,-0.796,-1.02,-1.094,-1.316,-1.204,-1.101,-1.231,-1.182,-0.896,-0.855,-0.864,-0.423,-0.035,0,0.455,1.165,1.323,1.493,2.401,2.933,3.093,3.863,4.913,5.393,6.193,7.783,7.723,8.933,11.173,13.723,16.103,19.483,22.893,26.143,29.483,33.703,36.113,36.383,36.723,35.303,31.683,27.993,24.573,20.153,16.063,13.403,10.743,8.323,6.963,5.993,4.843,4.293,4.263,3.833,3.573,3.903,4.103,4.063
200,-3.451,3.94,10.55,16.16,20.91,25.16,23.47,18.72,14.74,11.34,8.4,5.94,4.06,2.42,1.05,0.182,-0.483,-1.169,-1.456,-1.379,-1.414,-1.414,-1.092,-0.903,-0.994,-0.795,-0.599,-0.945,-1.061,-0.886,-0.996,-1.051,-1.187,-1.138,-1.334,-1.321,-1.277,-1.18,-1.034,-0.863,-0.816,-0.828,-0.443,-0.072,0,0.271,0.856,0.99,1.115,1.783,2.14,2.35,3.01,3.77,4.26,5.04,6.48,7.79,9.15,11.66,14.45,17.08,19.98,24.12,27.52,30.73,34.78,36.73,36.27,35.94,33.96,29.92,26.09,22.62,18.31,14.46,12.01,9.55,7.29,6.13,5.28,4.23,3.76,3.79,3.44,3.23,3.65,3.88,3.92
200,-6.743,0.43,7,12.46,17.23,21.54,20.53,16.1,12.51,9.5,6.77,4.32,2.74,1.24,-0.14,-0.97,-1.521,-2.333,-2.599,-2.48,-2.62,-2.739,-2.284,-2.183,-2.232,-1.91,-1.595,-1.759,-1.948,-1.605,-1.67,-1.653,-1.735,-1.603,-1.89,-1.754,-1.421,-1.542,-1.602,-1.09,-0.96,-1.01,-0.48,-0.04,0,0.44,1.25,1.43,1.58,2.39,2.86,2.92,3.58,4.37,4.63,5.3,6.78,7.67,8.75,11.02,13.35,15.42,17.75,21.55,24.67,28.19,33.09,35.94,37.87,39.82,39.88,37.14,34.05,30.8,25.93,21.22,18.13,14.78,11.58,9.79,8.46,6.79,6,5.92,5.37,4.95,5.4,5.57,5.42
20,-4.625,-5.234,-5.122,-5.087,-4.408,-5.283,-1.363,5.358,11.078,16.308,20.578,24.438,23.558,19.808,16.568,14.168,12.428,10.298,8.688,7.798,6.488,5.288,4.783,4.065,3.103,2.77,2.476,1.827,1.488,1.589,0.806,0.473,0.51,0.255,-0.131,-0.086,-0.149,-0.338,-0.334,-0.301,-0.24,-0.291,-0.104,-0.016,0,0.059,0.368,0.432,0.486,0.779,1.012,1.037,1.204,1.483,1.488,1.617,1.712,1.783,1.72,1.979,2.24,2.26,2.5,3.092,3.424,3.531,4.264,4.59,4.652,4.954,5.038,4.652,4.449,4.405,3.969,3.637,3.721,3.54,3.453,3.684,3.91,3.843,3.992,4.386,4.456,4.498,4.986,5.368,5.528
20,-4.662,-4.326,-1.855,7.418,15.658,22.778,29.248,34.438,33.408,28.048,23.298,19.218,16.048,13.328,10.758,9.018,7.648,6.038,4.893,4.231,3.374,2.541,2.347,1.934,1.43,1.302,1.353,0.941,0.861,0.524,0.236,0.049,0.035,-0.157,-0.349,-0.347,-0.413,-0.526,-0.499,-0.446,-0.382,-0.378,-0.222,-0.069,0,0.09,0.435,0.591,0.651,1.05,1.268,1.371,1.57,1.828,1.797,1.946,2.049,2.108,1.923,2.237,2.554,2.675,2.939,3.608,3.989,4.163,4.907,5.155,5.127,5.316,5.273,4.783,4.541,4.468,4.021,3.726,3.867,3.836,3.703,3.909,4.146,4.053,4.156,4.518,4.536,4.55,5.073,5.448,5.598
20,-5.483,-5.357,-5.028,-5.3062,-5.49,-5.35,-4.622,1.811,8.219,14.059,18.869,23.089,26.559,22.259,18.589,15.869,13.849,11.619,9.879,8.869,7.439,5.929,5.489,4.6,3.456,3.015,2.74,2.017,1.683,1.65,1.34,1.022,0.696,0.483,-0.005,0.046,0.052,-0.042,-0.194,-0.074,-0.181,-0.2,0.014,0.078,0,0.274,0.486,0.512,0.645,1.001,1.254,1.205,1.507,1.888,1.769,1.964,2.111,2.089,1.956,2.238,2.465,2.449,2.631,3.229,3.501,3.709,4.458,4.809,4.969,5.359,5.489,5.149,4.959,4.859,4.359,3.925,3.899,3.722,3.484,3.626,3.811,3.745,3.876,4.24,4.322,4.345,4.8,5.139,5.239
