sample_id,concentration_ppb,source_file,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.8590,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.8080,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.7570,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.5630,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.5120,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.4610,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.3180,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.2670,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.2160,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.0220,E_-0.0118,E_-0.0016
15ppb_S1,15,Ac TW 15ppb.xlsx,-0.028,0.721,-0.378,-0.406,2.345,7.175,11.3,14.67,17.69,20.41,19.42,16.33,14.03,12.06,10.38,9.268,8.484,7.637,7.245,7.28,7.14,7.154,7.567,7.791,7.896,8.172,8.505,8.368,8.274,8.452,8.207,7.892,7.927,7.759,7.381,7.378,7.336,7.059,6.895,7.038,6.954,6.972,6.884,7.01,6.821,6.965,7.367,7.448,7.602,8.19,8.508,8.529,8.949,9.198,9.005,8.995,9.166,8.96,8.725,8.9,8.949,8.802,9.054,9.471,9.558,9.831,10.55,10.86,10.91,11.3,11.44,11.01,10.88,10.89,10.43,10.09,10.29,10.19,10.0,10.29,10.59,10.45,10.63,10.79,11.05,11.05,11.54,11.81,11.78
15ppb_S2,15,Ac TW 15ppb.xlsx,-0.021,0.609,-0.357,3.199,7.917,11.93,15.45,18.37,20.72,19.65,16.65,14.22,12.37,10.72,9.387,8.575,7.938,7.238,6.965,7.091,6.986,6.916,7.329,7.56,7.595,7.875,8.011,7.812,7.616,7.758,7.577,7.385,7.422,7.28,6.989,6.979,6.842,6.753,6.646,6.862,6.769,6.631,6.837,6.974,6.863,7.124,7.639,7.859,8.116,8.79,9.207,9.301,9.683,9.985,9.772,9.665,9.826,9.592,9.35,9.518,9.543,9.404,9.663,10.05,10.19,10.47,11.12,11.3,11.29,11.55,11.53,11.03,10.78,10.72,10.24,9.9,10.02,9.95,9.763,9.992,10.23,10.08,10.21,10.56,10.53,10.5,10.9,11.12,11.11
15ppb_S3,15,Ac TW 15ppb.xlsx,0.196,-0.266,-0.42,-0.385,0.322,2.261,7.035,10.72,13.96,16.69,19.02,18.35,15.57,13.28,11.34,10.03,8.974,8.001,7.462,7.385,7.119,7.021,7.329,7.602,7.63,7.976,8.312,8.239,8.069,8.284,8.113,7.801,7.838,7.77,7.381,7.292,7.39,7.024,6.82,6.953,6.835,6.636,6.772,6.874,6.646,6.799,7.201,7.262,7.381,7.927,8.277,8.332,8.729,9.021,8.832,8.837,9.042,8.823,8.563,8.745,8.78,8.594,8.857,9.221,9.194,9.474,10.15,10.45,10.53,10.92,11.1,10.71,10.59,10.63,10.15,9.805,9.914,9.817,9.593,9.826,10.1,9.935,10.12,10.51,10.5,10.46,10.92,11.14,11.12
15ppb_S4,15,Ac TW 15ppb.xlsx,-0.112,0.721,-0.448,-0.371,0.21,4.025,8.54,12.39,15.62,18.43,21.42,18.4,15.8,13.57,11.69,10.35,9.401,8.463,7.994,7.812,7.686,7.56,8.015,8.26,8.274,8.652,8.984,8.897,8.836,8.75,8.76,8.337,8.412,8.277,7.896,7.801,7.824,7.513,7.35,7.493,7.383,7.147,7.278,7.404,7.198,7.38,7.78,7.845,7.973,8.561,8.857,8.986,9.355,9.723,9.571,9.518,9.712,9.536,9.292,9.453,9.474,9.329,9.53,9.917,9.998,10.26,10.93,11.25,11.35,11.76,11.94,11.58,11.43,11.42,10.9,10.53,10.71,10.27,10.21,10.45,10.69,10.56,10.71,11.11,11.11,11.05,11.47,11.71,11.65
15ppb_S5,15,Ac TW 15ppb.xlsx,-0.406,-0.392,0.14,5.642,9.982,13.71,17.04,19.93,21.47,18.66,16.16,14.07,12.7,11.45,10.48,10.18,10.14,10.2,10.76,11.82,12.68,13.38,14.22,14.52,14.13,13.75,13.32,12.35,11.44,11.05,10.31,9.548,9.149,8.736,8.099,7.742,7.574,7.14,6.762,6.727,6.594,6.307,6.405,6.489,6.37,6.503,6.818,6.923,6.986,7.49,7.665,7.658,7.826,7.973,7.777,7.63,7.805,7.658,7.455,7.644,7.707,7.644,7.896,8.316,8.47,8.673,9.338,9.576,9.59,9.877,9.989,9.66,9.506,9.604,9.275,8.981,9.107,9.096,8.911,9.107,9.317,9.163,9.205,9.337,9.541,9.439,9.87,10.14,10.14
15ppb_S6,15,Ac TW 15ppb.xlsx,-0.434,-0.049,0.847,3.955,7.798,10.98,13.82,16.37,18.7,16.21,14.03,12.23,10.94,9.912,8.995,8.561,8.554,8.519,8.848,9.821,10.47,11.21,12.14,12.59,12.49,12.31,11.98,11.17,10.42,9.947,9.254,8.645,8.211,7.798,7.252,6.937,6.706,6.412,6.041,6.006,5.824,5.642,5.621,5.631,5.453,5.561,5.838,5.901,5.974,6.356,6.534,6.482,6.695,6.87,6.762,6.653,6.737,6.625,6.454,6.59,6.685,6.608,6.79,7.182,7.329,7.528,8.074,8.33,8.403,8.659,8.785,8.487,8.351,8.407,8.095,7.829,7.931,7.878,7.728,7.885,7.976,7.871,7.957,8.23,8.199,8.151,8.479,8.704,8.732
15ppb_S7,15,Ac TW 15ppb.xlsx,-0.245,0.427,-0.476,0.658,4.893,8.456,11.7,14.32,16.76,18.08,15.59,13.59,12.18,11.02,10.12,9.737,9.73,9.835,10.44,11.7,12.62,13.49,14.58,15.06,14.71,14.49,13.95,12.91,11.89,11.39,10.59,9.709,9.303,8.732,8.148,7.738,7.497,7.084,6.692,6.646,6.478,6.254,6.289,6.349,6.181,6.272,6.59,6.667,6.762,7.168,7.364,7.374,7.556,7.696,7.591,7.455,7.598,7.49,7.332,7.465,7.56,7.458,7.679,8.095,8.267,8.484,9.096,9.38,9.411,9.74,9.891,9.59,9.478,9.548,9.212,8.932,9.075,9.016,8.837,9.016,9.215,9.072,9.124,9.275,9.485,9.418,9.856,10.14,10.17
15ppb_S8,15,Ac TW 15ppb.xlsx,0.525,-0.441,-0.49,2.268,6.356,9.982,13.17,15.88,18.2,17.9,15.6,13.66,12.34,11.2,10.27,10.02,9.919,10.0,10.56,11.75,12.53,13.2,14.28,14.59,14.26,14.01,13.63,12.62,11.74,11.25,10.5,9.73,9.282,8.9,8.2,7.826,7.598,7.217,6.786,6.72,6.552,6.307,6.349,6.387,6.233,6.31,6.636,6.727,6.811,7.203,7.42,7.402,7.605,7.808,7.626,7.553,7.696,7.539,7.364,7.514,7.588,7.504,7.717,8.144,8.312,8.501,9.096,9.429,9.45,9.772,9.908,9.583,9.446,9.509,9.163,8.876,9.002,8.956,8.781,8.928,9.142,8.998,9.047,9.139,9.271,9.24,9.651,9.889,9.915
15ppb_S9,15,Ac TW 15ppb.xlsx,-0.385,-0.364,0.042,3.311,7.987,12.23,15.89,18.82,21.55,20.56,17.7,15.32,13.52,11.93,10.54,9.695,9.009,8.288,7.966,8.043,7.98,8.022,8.452,8.792,8.771,9.089,9.219,8.932,8.659,8.627,8.218,7.805,7.591,7.245,6.814,6.496,6.321,6.051,5.782,5.768,5.624,5.477,5.46,5.547,5.449,5.537,5.705,5.754,5.796,6.062,6.195,6.181,6.422,6.625,6.58,6.573,6.625,6.695,6.65,6.772,6.898,6.853,7.059,7.374,7.497,7.686,8.123,8.312,8.326,8.529,8.578,8.253,8.123,8.081,7.791,7.535,7.623,7.471,7.317,7.504,7.448,7.498,7.696,7.961,7.961,7.955,8.288,8.458,8.463
15ppb_S10,15,Ac TW 15ppb.xlsx,-0.294,0.917,6.335,10.82,14.68,18.08,21.02,22.43,19.34,16.81,14.59,12.73,11.42,10.2,9.156,8.582,8.155,7.679,7.567,7.798,7.833,7.945,8.428,8.683,8.582,8.725,8.827,8.438,8.127,8.067,7.668,7.224,7.028,6.818,6.363,6.181,6.051,5.827,5.607,5.666,5.617,5.547,5.687,5.768,5.701,5.845,6.076,6.184,6.268,6.583,6.783,6.832,7.031,7.213,7.115,7.136,7.346,7.276,7.182,7.437,7.57,7.563,7.854,8.246,8.407,8.571,9.054,9.177,9.079,9.163,9.124,8.708,8.515,8.456,8.158,7.913,8.018,7.92,7.975,7.987,7.975,8.05,8.174,8.444,8.43,8.447,8.799,8.998,9.037
15ppb_S11,15,Ac TW 15ppb.xlsx,0.784,-0.399,-0.364,-0.014,-0.413,3.955,7.924,11.26,14.21,16.79,19.44,16.58,14.43,12.55,10.91,9.709,8.813,7.882,7.287,7.021,6.657,6.412,6.58,6.692,6.643,6.916,7.056,6.919,6.933,6.949,6.769,6.494,6.389,6.183,5.866,5.745,5.651,5.379,5.155,5.12,5.022,4.992,5.072,5.042,5.072,5.128,5.258,5.367,5.475,5.695,5.835,5.989,6.206,6.373,6.446,6.501,6.644,6.75,6.719,6.826,6.98,7.046,7.168,7.567,7.843,7.961,8.494,8.852,8.858,9.063,9.079,8.774,8.578,8.456,8.111,7.786,7.812,7.675,7.523,7.653,7.754,7.766,7.88,8.151,8.176,8.16,8.468,8.619,8.584
15ppb_S12,15,Ac TW 15ppb.xlsx,-0.196,-0.042,-0.196,-0.217,-0.329,3.528,8.736,13.06,16.82,20.24,22.84,21.59,18.69,16.13,13.92,12.33,11.0,9.66,8.806,8.358,7.658,7.175,7.105,6.926,6.699,6.776,6.848,6.594,6.699,6.859,6.548,6.355,6.39,6.1,5.734,5.679,5.537,5.225,5.226,5.174,5.092,5.006,5.025,5.121,4.963,5.166,5.264,5.365,5.442,5.727,5.843,5.96,6.198,6.38,6.387,6.442,6.631,6.656,6.622,6.773,6.955,7.024,7.151,7.612,7.86,7.99,8.585,8.915,8.946,9.161,9.205,8.841,8.654,8.587,8.176,7.894,7.968,7.85,7.686,7.856,8.041,7.969,8.123,8.44,8.458,8.486,8.848,9.009,9.044
15ppb_S13,15,Ac TW 15ppb.xlsx,0.014,0.665,2.59,7.476,11.77,15.46,18.66,21.28,21.17,18.43,15.99,13.94,12.63,11.42,10.35,9.758,9.415,8.827,8.624,8.932,8.764,8.732,9.212,9.359,9.257,9.39,9.404,8.995,8.641,8.522,8.064,7.595,7.392,7.073,6.65,6.447,6.401,6.097,5.943,6.048,5.964,5.796,5.964,6.097,5.985,6.107,6.405,6.44,6.468,6.828,6.947,6.916,7.136,7.287,7.147,7.14,7.233,7.318,7.325,7.507,7.668,7.658,7.948,8.309,8.435,8.529,8.96,8.977,8.806,8.876,8.809,8.421,8.291,8.323,8.155,8.001,8.284,8.27,8.253,8.526,8.773,8.731,8.876,9.245,9.301,9.371,9.847,10.19,10.37
15ppb_S14,15,Ac TW 15ppb.xlsx,-0.469,-0.119,0.476,-0.399,1.106,5.313,8.995,12.16,14.81,17.27,18.17,15.64,13.73,12.12,10.63,9.765,9.1,8.232,7.847,7.658,7.301,6.986,7.091,7.063,7.007,6.895,6.979,6.776,6.608,6.743,6.529,6.198,6.213,5.981,5.634,5.576,5.539,5.292,5.278,5.231,5.157,5.127,5.255,5.257,5.222,5.352,5.526,5.556,5.729,5.953,6.029,6.079,6.253,6.421,6.377,6.411,6.482,6.583,6.548,6.745,6.933,6.956,7.137,7.598,7.78,7.891,8.408,8.606,8.505,8.663,8.739,8.356,8.199,8.179,7.875,7.64,7.81,7.786,7.693,7.933,8.15,8.097,8.272,8.629,8.664,8.718,9.096,9.362,9.425
15ppb_S15,15,Ac TW 15ppb.xlsx,0.175,-0.266,-0.336,-0.238,0.077,-0.329,3.892,7.791,11.25,14.25,16.66,19.51,16.83,14.57,12.52,11.1,10.02,8.82,8.078,7.721,7.196,6.685,6.671,6.482,6.181,6.195,6.286,6.069,5.922,6.118,5.929,5.768,5.743,5.659,5.397,5.344,5.334,5.169,5.092,5.211,5.19,5.12,5.183,5.266,5.192,5.273,5.409,5.468,5.615,5.82,5.975,6.072,6.261,6.478,6.505,6.603,6.751,6.794,6.807,6.884,7.068,7.087,7.199,7.439,7.736,7.802,8.293,8.58,8.605,8.763,8.858,8.542,8.389,8.339,7.969,7.695,7.759,7.695,7.539,7.689,7.863,7.843,7.968,8.251,8.295,8.298,8.619,8.736,8.739
15ppb_S16,15,Ac TW 15ppb.xlsx,-0.224,0.098,-0.238,-0.42,-0.21,4.62,9.737,14.06,17.7,21.01,24.5,21.04,18.12,15.55,13.43,11.89,10.65,9.387,8.484,8.022,7.413,6.825,6.643,6.384,5.978,5.831,5.852,5.617,5.491,5.663,5.568,5.372,5.294,5.302,5.064,5.068,4.826,4.693,4.784,4.797,4.806,4.819,4.965,5.004,5.015,5.156,5.259,5.34,5.533,5.731,5.846,5.977,6.138,6.348,6.364,6.403,6.604,6.653,6.579,6.751,6.897,6.942,7.04,7.428,7.619,7.706,8.229,8.538,8.525,8.878,8.904,8.591,8.433,8.36,8.036,7.772,7.854,7.798,7.677,7.878,8.083,8.043,8.204,8.535,8.57,8.599,8.918,9.075,9.054
15ppb_S17,15,Ac TW 15ppb.xlsx,-0.238,2.688,8.778,13.99,18.43,22.31,25.73,24.76,21.13,18.13,15.46,13.3,11.65,10.23,8.974,8.183,7.581,6.79,6.398,6.16,5.74,5.474,5.418,5.25,4.949,4.991,4.998,4.816,4.711,4.837,4.76,4.784,4.753,4.788,4.599,4.679,4.777,4.728,4.788,4.998,4.926,4.98,5.185,5.05,5.141,5.349,5.554,5.731,5.966,6.244,6.394,6.433,6.635,6.839,6.824,6.908,6.966,7.003,6.94,7.073,7.323,7.398,7.556,8.023,8.29,8.284,8.699,8.871,8.668,8.676,8.542,8.109,7.936,7.908,7.675,7.521,7.717,7.624,7.7,7.943,8.151,8.104,8.235,8.547,8.58,8.589,8.986,9.219,9.331
15ppb_S18,15,Ac TW 15ppb.xlsx,0.385,-0.329,-0.343,-0.154,0.455,-0.329,2.219,6.972,10.91,14.52,17.38,20.02,19.9,17.13,14.69,12.96,11.58,10.16,9.247,8.722,7.91,7.28,7.042,6.643,6.083,5.985,5.894,5.474,5.313,5.369,5.159,4.928,4.938,4.865,4.721,4.732,4.697,4.662,4.672,4.861,4.907,4.896,4.98,5.122,5.098,5.196,5.274,5.289,5.453,5.701,5.82,5.915,6.149,6.286,6.295,6.345,6.525,6.597,6.531,6.697,6.839,6.893,6.94,7.364,7.584,7.689,8.259,8.553,8.534,8.711,8.76,8.503,8.325,8.265,7.926,7.635,7.74,7.693,7.562,7.765,7.99,7.954,8.132,8.477,8.528,8.559,8.92,9.121,9.123
15ppb_S19,15,Ac TW 15ppb.xlsx,-0.357,-0.336,0.07,-0.2485,-0.385,-0.343,1.344,6.475,10.54,14.04,17.15,19.66,20.52,17.67,15.22,13.47,12.15,10.67,9.744,9.233,8.477,7.84,7.567,7.196,6.65,6.552,6.433,5.922,5.74,5.866,5.593,5.334,5.418,5.362,5.124,5.096,5.071,5.047,5.144,5.208,5.25,5.208,5.278,5.481,5.407,5.329,5.491,5.526,5.707,6.04,6.131,6.229,6.542,6.751,6.783,6.86,6.985,7.169,7.127,7.398,7.556,7.52,7.685,8.107,8.277,8.368,8.914,9.222,9.291,9.544,9.597,9.25,9.135,9.074,8.683,8.396,8.486,8.414,8.26,8.458,8.692,8.641,8.832,9.224,9.271,9.338,9.733,9.945,9.947
15ppb_S20,15,Ac TW 15ppb.xlsx,0.784,-0.343,-0.21,-0.2712,-0.287,-0.245,2.954,8.036,12.28,15.92,19.23,22.01,21.35,18.34,15.83,14.02,12.6,11.07,10.06,9.457,8.631,7.798,7.504,7.056,6.433,6.272,6.135,5.666,5.519,5.526,5.313,5.162,5.169,5.113,5.038,4.9,4.97,4.879,4.917,4.972,4.98,4.926,4.816,4.833,4.812,5.053,5.22,5.222,5.355,5.657,5.772,5.803,6.089,6.328,6.297,6.41,6.682,6.75,6.756,7.027,7.283,7.348,7.653,8.223,8.528,8.746,9.432,9.81,9.863,10.13,10.15,9.754,9.492,9.334,8.874,8.491,8.517,8.363,8.15,8.356,8.519,8.442,8.585,8.944,8.986,9.014,9.436,9.66,9.698
15ppb_S21,15,Ac TW 15ppb.xlsx,-0.308,-0.182,0.385,-0.154,5.551,11.58,16.87,21.33,25.21,28.98,24.7,20.98,18.02,15.46,13.29,11.64,10.26,8.953,7.987,7.42,6.671,6.076,5.95,5.649,5.222,5.159,5.089,4.83,4.76,4.949,4.767,4.69,4.7,4.648,4.466,4.595,4.732,4.585,4.578,4.626,4.697,4.643,4.67,4.651,4.687,4.882,5.071,5.146,5.328,5.607,5.776,5.912,6.176,6.408,6.435,6.586,6.844,6.868,6.815,6.974,7.148,7.167,7.284,7.74,7.976,8.106,8.765,9.096,9.193,9.453,9.536,9.191,9.046,8.963,8.557,8.239,8.279,8.174,8.001,8.185,8.403,8.339,8.531,8.876,8.899,8.963,9.329,9.497,9.471
15ppb_S22,15,Ac TW 15ppb.xlsx,-0.294,-0.322,-0.154,0.469,-0.28,1.484,6.818,11.35,15.29,18.75,21.73,22.28,19.2,16.61,14.32,12.73,11.46,10.12,9.247,8.764,7.959,7.343,7.175,6.79,6.321,6.195,6.055,5.691,5.502,5.649,5.425,5.264,5.327,5.341,5.266,5.152,5.243,5.138,5.047,5.222,5.257,5.274,5.425,5.603,5.428,5.565,5.92,5.563,5.785,6.076,6.214,6.271,6.6,6.798,6.773,6.911,7.138,7.143,7.099,7.313,7.429,7.433,7.629,8.015,8.245,8.354,8.959,9.298,9.459,9.739,9.854,9.527,9.355,9.317,8.883,8.543,8.571,8.435,8.255,8.424,8.622,8.554,8.753,9.126,9.156,9.236,9.607,9.803,9.809
15ppb_S23,15,Ac TW 15ppb.xlsx,-0.322,0.357,-0.287,-0.378,-0.126,1.526,6.132,9.912,13.15,16.06,18.54,18.89,16.24,14.07,12.15,10.82,9.709,8.61,7.889,7.49,6.895,6.384,6.265,5.95,5.509,5.502,5.474,5.117,4.984,5.075,4.949,4.781,4.781,4.753,4.727,4.665,4.707,4.588,4.609,4.858,4.847,4.893,4.891,4.977,4.715,4.891,5.026,5.123,5.232,5.457,5.614,5.735,5.918,6.1,6.121,6.267,6.429,6.499,6.464,6.651,6.812,6.85,6.963,7.311,7.532,7.603,8.174,8.518,8.592,8.847,9.082,8.767,8.68,8.638,8.281,7.962,8.006,7.901,7.731,7.894,8.076,8.041,8.207,8.556,8.606,8.659,9.018,9.191,9.182
15ppb_S24,15,Ac TW 15ppb.xlsx,0.777,-0.126,-0.168,6.468,13.39,19.4,24.75,29.56,32.59,27.98,23.97,20.49,17.63,15.14,13.05,11.38,10.05,8.736,7.868,7.259,6.517,5.936,5.712,5.397,5.033,4.907,4.9,4.543,4.445,4.62,4.515,4.333,4.417,4.399,4.266,4.343,4.345,4.378,4.392,4.553,4.574,4.534,4.276,4.354,4.262,4.588,4.766,4.791,4.896,5.231,5.349,5.382,5.642,5.903,5.77,5.847,6.152,6.086,6.011,6.266,6.425,6.4,6.605,7.091,7.256,7.386,8.084,8.403,8.379,8.715,8.865,8.578,8.456,8.473,8.108,7.847,7.994,7.929,7.775,8.027,8.263,8.207,8.416,8.808,8.857,8.899,9.296,9.56,9.564
200ppb_S1,200,Ac TW 200ppb.xlsx,2.926,9.982,16.29,21.49,25.89,29.76,29.21,24.76,20.92,17.77,15.01,12.63,10.91,9.366,8.106,7.28,6.65,6.02,5.782,5.824,5.761,5.796,6.118,6.237,6.209,6.398,6.538,6.254,6.034,6.191,6.058,5.848,5.901,5.932,5.747,5.666,5.813,5.78,5.712,6.09,6.254,6.289,6.769,6.955,7.072,7.605,8.252,8.404,8.585,9.304,9.822,10.07,10.9,11.49,11.96,12.78,14.29,15.65,17.04,19.52,22.25,24.87,27.8,31.78,35.01,38.06,41.82,43.53,43.07,42.5,40.42,36.29,32.36,28.78,24.45,20.68,18.24,15.83,13.74,12.58,11.77,10.8,10.33,10.22,9.957,9.772,10.06,10.24,10.24
200ppb_S2,200,Ac TW 200ppb.xlsx,0.707,3.059,10.51,16.8,22.2,26.92,30.94,30.19,25.63,21.72,18.38,15.47,13.29,11.31,9.73,8.617,7.833,7.049,6.657,6.629,6.426,6.356,6.664,6.895,6.846,7.049,7.192,7.01,6.793,6.954,6.849,6.641,6.417,6.343,6.121,6.233,6.336,6.206,6.255,6.541,6.582,6.573,7.014,7.402,7.437,7.892,8.602,8.76,8.93,9.838,10.37,10.53,11.3,12.35,12.83,13.63,15.22,15.16,16.37,18.61,21.16,23.54,26.92,30.33,33.58,36.92,41.14,43.55,43.82,44.16,42.74,39.12,35.43,32.01,27.59,23.5,20.84,18.18,15.76,14.4,13.43,12.28,11.73,11.7,11.27,11.01,11.34,11.54,11.5
200ppb_S3,200,Ac TW 200ppb.xlsx,4.319,11.71,18.32,23.93,28.68,32.93,31.24,26.49,22.51,19.11,16.17,13.71,11.83,10.19,8.82,7.952,7.287,6.601,6.314,6.391,6.356,6.356,6.678,6.867,6.776,6.975,7.171,6.825,6.709,6.884,6.774,6.719,6.583,6.632,6.436,6.449,6.493,6.59,6.736,6.907,6.954,6.942,7.327,7.698,7.77,8.041,8.626,8.76,8.885,9.553,9.91,10.12,10.78,11.54,12.03,12.81,14.25,15.56,16.92,19.43,22.22,24.85,27.75,31.89,35.29,38.5,42.55,44.5,44.04,43.71,41.73,37.69,33.86,30.39,26.08,22.23,19.78,17.32,15.06,13.9,13.05,12.0,11.53,11.56,11.21,11.0,11.42,11.65,11.69
200ppb_S4,200,Ac TW 200ppb.xlsx,4.417,11.59,18.16,23.62,28.39,32.7,31.69,27.26,23.67,20.66,17.93,15.48,13.9,12.4,11.02,10.19,9.639,8.827,8.561,8.68,8.54,8.421,8.876,8.977,8.928,9.25,9.565,9.401,9.212,9.555,9.49,9.507,9.425,9.557,9.27,9.406,9.739,9.618,9.558,10.07,10.2,10.15,10.68,11.12,11.16,11.6,12.41,12.59,12.74,13.55,14.02,14.08,14.74,15.53,15.79,16.46,17.94,18.83,19.91,22.18,24.51,26.58,28.91,32.71,35.83,39.35,44.25,47.1,49.03,50.98,51.04,48.3,45.21,41.96,37.09,32.38,29.29,25.94,22.74,20.95,19.62,17.95,17.16,17.08,16.53,16.11,16.56,16.73,16.58
20ppb_S1,20,Ac TW 20ppb.xlsx,0.357,-0.252,-0.14,-0.105,0.574,-0.301,3.619,10.34,16.06,21.29,25.56,29.42,28.54,24.79,21.55,19.15,17.41,15.28,13.67,12.78,11.47,10.27,9.765,9.047,8.085,7.752,7.458,6.809,6.47,6.571,5.788,5.455,5.492,5.237,4.851,4.896,4.833,4.644,4.648,4.681,4.742,4.691,4.878,4.966,4.982,5.041,5.35,5.414,5.468,5.761,5.994,6.019,6.186,6.465,6.47,6.599,6.694,6.765,6.702,6.961,7.222,7.242,7.482,8.074,8.406,8.513,9.246,9.572,9.634,9.936,10.02,9.634,9.431,9.387,8.951,8.619,8.703,8.522,8.435,8.666,8.892,8.825,8.974,9.368,9.438,9.48,9.968,10.35,10.51
20ppb_S2,20,Ac TW 20ppb.xlsx,-0.07,0.266,2.737,12.01,20.25,27.37,33.84,39.03,38.0,32.64,27.89,23.81,20.64,17.92,15.35,13.61,12.24,10.63,9.485,8.823,7.966,7.133,6.939,6.526,6.022,5.894,5.945,5.533,5.453,5.116,4.828,4.641,4.627,4.435,4.243,4.245,4.179,4.066,4.093,4.146,4.21,4.214,4.37,4.523,4.592,4.682,5.027,5.183,5.243,5.642,5.86,5.963,6.162,6.42,6.389,6.538,6.641,6.7,6.515,6.829,7.146,7.267,7.531,8.2,8.581,8.755,9.499,9.747,9.719,9.908,9.865,9.375,9.133,9.06,8.613,8.318,8.459,8.428,8.295,8.501,8.738,8.645,8.748,9.11,9.128,9.142,9.665,10.04,10.19
20ppb_S3,20,Ac TW 20ppb.xlsx,-0.322,-0.196,0.133,-0.1452,-0.329,-0.189,0.539,6.972,13.38,19.22,24.03,28.25,31.72,27.42,23.75,21.03,19.01,16.78,15.04,14.03,12.6,11.09,10.65,9.761,8.617,8.176,7.901,7.178,6.844,6.811,6.501,6.183,5.857,5.644,5.156,5.207,5.213,5.119,4.967,5.087,4.98,4.961,5.175,5.239,5.161,5.435,5.647,5.673,5.806,6.162,6.415,6.366,6.668,7.049,6.93,7.125,7.272,7.25,7.117,7.399,7.626,7.61,7.792,8.39,8.662,8.87,9.619,9.97,10.13,10.52,10.65,10.31,10.12,10.02,9.52,9.086,9.06,8.883,8.645,8.787,8.972,8.906,9.037,9.401,9.483,9.506,9.961,10.3,10.4
