sample_id,concentration_ppb,source_file,E_-0.8999,E_-0.8897,E_-0.8795,E_-0.8693,E_-0.8590,E_-0.8488,E_-0.8386,E_-0.8284,E_-0.8182,E_-0.8080,E_-0.7978,E_-0.7876,E_-0.7774,E_-0.7672,E_-0.7570,E_-0.7468,E_-0.7366,E_-0.7263,E_-0.7161,E_-0.7059,E_-0.6957,E_-0.6855,E_-0.6753,E_-0.6651,E_-0.6549,E_-0.6447,E_-0.6345,E_-0.6243,E_-0.6141,E_-0.6039,E_-0.5937,E_-0.5834,E_-0.5732,E_-0.5630,E_-0.5528,E_-0.5426,E_-0.5324,E_-0.5222,E_-0.5120,E_-0.5018,E_-0.4916,E_-0.4814,E_-0.4712,E_-0.4610,E_-0.4507,E_-0.4405,E_-0.4303,E_-0.4201,E_-0.4099,E_-0.3997,E_-0.3895,E_-0.3793,E_-0.3691,E_-0.3589,E_-0.3487,E_-0.3385,E_-0.3283,E_-0.3180,E_-0.3078,E_-0.2976,E_-0.2874,E_-0.2772,E_-0.2670,E_-0.2568,E_-0.2466,E_-0.2364,E_-0.2262,E_-0.2160,E_-0.2058,E_-0.1956,E_-0.1853,E_-0.1751,E_-0.1649,E_-0.1547,E_-0.1445,E_-0.1343,E_-0.1241,E_-0.1139,E_-0.1037,E_-0.0935,E_-0.0833,E_-0.0731,E_-0.0629,E_-0.0526,E_-0.0424,E_-0.0322,E_-0.0220,E_-0.0118,E_-0.0016
50ppb_S3,50,Ac TW 50ppb.xlsx,0.553,-0.266,-0.266,1.19,6.503,10.94,14.63,17.78,20.33,21.22,17.84,15.04,12.95,11.0,9.485,8.428,7.658,6.937,6.517,6.496,6.356,6.3,6.65,6.888,6.951,7.196,7.378,7.217,7.122,7.093,6.902,6.62,6.641,6.446,6.118,6.233,6.158,5.869,5.87,5.939,5.834,5.733,5.91,5.969,5.831,6.158,6.489,6.558,6.774,7.273,7.483,7.515,7.868,8.121,7.944,8.062,8.443,8.438,8.491,9.103,9.72,10.13,11.1,12.47,12.82,13.78,15.25,16.08,16.39,16.78,16.61,15.46,14.47,13.68,12.37,11.27,10.77,10.17,9.551,9.467,9.432,9.096,9.084,9.166,9.271,9.212,9.59,9.819,9.842
50ppb_S4,50,Ac TW 50ppb.xlsx,-0.301,0.161,-0.182,0.042,4.599,8.939,12.58,15.58,18.16,20.4,17.19,14.57,12.58,10.83,9.394,8.379,7.686,6.986,6.615,6.58,6.496,6.454,6.818,7.056,7.063,7.245,7.462,7.29,7.054,7.171,6.989,6.702,6.769,6.688,6.38,6.37,6.386,6.148,6.046,6.218,6.141,5.981,6.205,6.328,6.284,6.475,6.932,7.073,7.206,7.763,7.989,8.038,8.374,8.715,8.641,8.75,9.116,9.191,9.226,9.751,10.28,10.66,11.51,12.68,13.51,14.48,15.95,16.72,16.89,17.18,16.83,15.61,14.61,13.77,12.49,11.41,10.99,10.41,9.842,9.782,9.753,9.443,9.438,9.516,9.614,9.567,9.973,10.16,10.17
5ppb_S1,5,Ac TW 5ppb.xlsx,-0.14,0.665,-0.406,-0.413,3.388,7.938,11.82,14.87,17.62,19.52,17.95,15.12,13.01,11.19,9.625,8.652,7.931,7.287,6.986,6.972,7.014,7.042,7.49,7.812,7.815,8.165,8.466,8.358,8.186,8.34,8.092,7.731,7.742,7.563,7.241,7.122,7.073,6.863,6.622,6.804,6.653,6.485,6.604,6.678,6.58,6.674,7.059,7.161,7.294,7.843,8.113,8.214,8.55,8.813,8.624,8.536,8.676,8.473,8.214,8.27,8.232,8.025,8.141,8.372,8.344,8.379,8.792,8.897,8.795,8.998,9.072,8.816,8.753,8.967,8.802,8.701,9.019,9.163,9.156,9.499,9.863,9.821,9.971,10.37,10.38,10.34,10.78,11.02,11.01
5ppb_S2,5,Ac TW 5ppb.xlsx,-0.133,0.49,-0.364,0.175,5.544,9.884,13.74,16.9,19.53,21.03,17.77,14.99,12.92,11.1,9.555,8.561,7.875,7.133,6.706,6.804,6.692,6.678,7.014,7.322,7.406,7.637,7.92,7.892,7.693,7.903,7.717,7.437,7.455,7.36,7.045,6.947,7.035,6.804,6.587,6.79,6.667,6.475,6.625,6.72,6.594,6.776,7.126,7.304,7.507,8.025,8.431,8.547,8.974,9.278,9.089,8.97,9.072,8.837,8.477,8.554,8.473,8.277,8.368,8.536,8.505,8.536,8.911,9.037,8.925,9.107,9.187,8.883,8.851,8.988,8.816,8.666,8.963,9.065,9.016,9.327,9.639,9.628,9.793,10.16,10.17,10.15,10.54,10.79,10.76
5ppb_S3,5,Ac TW 5ppb.xlsx,-0.343,0.028,0.84,2.583,7.714,11.93,15.69,18.7,21.36,20.85,17.67,15.01,13.06,11.37,9.982,9.065,8.407,7.728,7.378,7.434,7.371,7.42,7.777,8.113,8.144,8.424,8.704,8.568,8.501,8.645,8.459,8.144,8.144,8.095,7.679,7.658,7.675,7.437,7.199,7.402,7.311,7.143,7.213,7.332,7.161,7.311,7.668,7.78,7.931,8.456,8.718,8.778,9.149,9.418,9.25,9.166,9.352,9.138,8.82,8.932,8.907,8.655,8.785,9.03,8.984,9.037,9.541,9.695,9.663,9.957,10.16,9.933,10.0,10.05,10.16,10.1,10.51,10.71,10.73,11.14,11.57,11.55,11.76,12.23,12.23,12.47,12.61,12.79,12.68
5ppb_S4,5,Ac TW 5ppb.xlsx,0.525,-0.294,-0.371,-0.006999,-0.441,5.215,9.527,13.11,16.19,18.92,20.44,17.21,14.71,12.54,10.81,9.562,8.687,7.826,7.378,7.343,7.21,7.217,7.658,7.91,7.994,8.319,8.725,8.547,8.4,8.603,8.34,8.029,8.018,7.899,7.504,7.416,7.416,7.122,6.923,7.105,6.968,6.765,6.867,7.0,6.811,6.954,7.304,7.465,7.588,8.151,8.522,8.648,9.072,9.369,9.247,9.145,9.348,9.117,8.837,8.893,8.9,8.617,8.708,8.984,8.956,8.995,9.429,9.579,9.516,9.73,9.8,9.509,9.471,9.628,9.432,9.282,9.597,9.737,9.709,10.07,10.46,10.43,10.63,11.06,11.11,11.06,11.52,11.74,11.71
5ppb_S5,5,Ac TW 5ppb.xlsx,0.077,2.877,10.54,17.53,23.71,29.43,36.2,31.47,27.14,23.58,20.29,17.5,15.34,13.52,11.94,11.1,10.68,10.4,10.58,11.61,12.45,13.15,14.43,15.1,15.01,14.99,14.6,13.6,12.57,12.03,11.19,10.32,9.772,9.282,8.498,8.106,7.805,7.28,6.804,6.748,6.475,6.174,6.167,6.209,6.02,6.118,6.391,6.447,6.482,6.888,7.119,7.091,7.294,7.469,7.259,7.105,7.245,7.007,6.762,6.853,6.853,6.664,6.769,7.014,6.919,6.982,7.406,7.563,7.504,7.77,7.966,7.777,7.822,7.892,8.015,7.955,8.333,8.47,8.442,8.778,9.107,9.023,9.159,9.562,9.576,9.527,10.02,10.34,10.37
5ppb_S6,5,Ac TW 5ppb.xlsx,-0.546,-0.441,2.114,7.028,11.36,15.04,18.44,21.26,20.8,18.05,15.65,13.56,12.12,10.91,9.912,9.415,9.282,9.226,9.611,10.63,11.44,12.32,13.5,14.13,14.13,13.94,13.61,12.73,11.75,11.27,10.35,9.527,9.093,8.603,7.938,7.574,7.336,6.867,6.524,6.454,6.237,6.048,6.027,6.062,5.894,5.943,6.195,6.209,6.286,6.657,6.804,6.79,6.993,7.182,6.972,6.881,6.979,6.783,6.566,6.664,6.636,6.489,6.573,6.639,6.73,6.762,7.199,7.322,7.28,7.514,7.668,7.507,7.539,7.573,7.647,7.598,7.927,8.057,8.057,8.358,8.582,8.535,8.682,9.058,9.051,8.967,9.427,9.676,9.705
5ppb_S7,5,Ac TW 5ppb.xlsx,0.903,-0.539,-0.35,0.0,2.184,6.097,9.555,12.43,14.96,17.18,17.0,14.64,13.06,11.63,10.5,9.905,9.709,9.548,9.842,10.82,11.47,12.13,13.13,13.57,13.4,13.26,13.01,12.16,11.42,10.96,10.22,9.506,9.135,8.722,8.099,7.742,7.518,7.077,6.699,6.692,6.489,6.258,6.307,6.384,6.251,6.328,6.629,6.727,6.825,7.273,7.553,7.56,7.77,8.029,7.812,7.686,7.791,7.588,7.343,7.399,7.413,7.189,7.301,7.553,7.525,7.567,7.938,8.064,7.983,8.193,8.284,8.053,8.039,8.06,8.12,8.025,8.319,8.442,8.431,8.718,9.002,8.942,9.079,9.354,9.385,9.354,9.793,10.06,10.11
5ppb_S8,5,Ac TW 5ppb.xlsx,-0.168,-0.434,0.077,4.781,9.66,13.95,17.63,20.83,23.27,20.18,17.37,14.95,13.18,11.72,10.54,9.891,9.59,9.499,9.835,10.87,11.87,12.69,13.99,14.74,14.66,14.6,14.28,13.33,12.31,11.7,10.86,9.919,9.436,8.855,8.183,7.721,7.539,7.035,6.601,6.552,6.342,6.097,6.048,6.055,5.908,5.971,6.258,6.293,6.398,6.783,7.0,7.049,7.294,7.49,7.315,7.217,7.378,7.168,6.888,6.972,6.944,6.762,6.853,7.105,7.07,7.112,7.56,7.623,7.595,7.875,8.025,7.854,7.885,7.945,8.05,7.99,8.344,8.477,8.456,8.788,9.117,9.068,9.191,9.604,9.614,9.534,9.999,10.25,10.24
5ppb_S9,5,Ac TW 5ppb.xlsx,-0.378,-0.301,0.203,0.035,5.488,9.779,13.65,16.8,19.57,21.84,18.76,16.23,14.31,12.68,11.3,10.3,9.618,8.911,8.568,8.631,8.47,8.603,9.03,9.341,9.467,9.758,10.01,9.737,9.453,9.394,8.974,8.505,8.242,7.826,7.325,6.968,6.776,6.387,6.139,6.118,5.964,5.712,5.768,5.834,5.687,5.715,5.88,5.901,5.908,6.177,6.352,6.331,6.534,6.692,6.657,6.622,6.755,6.681,6.545,6.608,6.58,6.436,6.51,6.727,6.706,6.769,7.101,7.196,7.161,7.332,7.297,7.105,7.066,7.189,7.112,6.897,7.109,7.271,7.282,7.426,7.765,7.768,7.898,8.251,8.293,8.305,8.626,8.83,8.858
5ppb_S10,5,Ac TW 5ppb.xlsx,0.896,-0.455,4.732,9.408,13.22,16.72,19.75,22.2,19.87,17.28,14.98,13.09,11.72,10.53,9.471,8.946,8.512,8.085,8.008,8.323,8.428,8.547,9.089,9.39,9.425,9.558,9.618,9.219,8.827,8.715,8.309,7.766,7.546,7.224,6.79,6.545,6.38,6.107,5.852,5.887,5.834,5.691,5.806,5.88,5.761,5.897,6.149,6.23,6.303,6.632,6.832,6.797,6.965,7.14,6.979,6.923,7.059,6.933,6.8,6.87,6.919,6.842,6.954,7.196,7.227,7.287,7.605,7.703,7.581,7.728,7.628,7.418,7.357,7.488,7.396,7.214,7.487,7.675,7.688,7.947,8.192,8.179,8.312,8.626,8.664,8.655,9.06,9.294,9.397
5ppb_S11,5,Ac TW 5ppb.xlsx,-0.259,0.006999,1.155,7.035,11.94,16.3,20.19,23.43,23.81,20.62,17.66,15.26,13.26,11.59,10.09,8.988,8.127,7.308,6.741,6.51,6.258,6.132,6.328,6.468,6.51,6.713,6.891,6.758,6.72,6.608,6.407,6.155,5.918,5.627,5.407,5.192,5.03,4.863,4.768,4.704,4.666,4.586,4.579,4.636,4.687,4.685,4.768,4.826,4.955,5.032,5.151,5.272,5.446,5.533,5.657,5.637,5.638,5.62,5.61,5.595,5.624,5.635,5.617,5.803,5.96,5.955,6.24,6.471,6.443,6.512,6.648,6.531,6.341,6.433,6.379,6.145,6.282,6.442,6.442,6.551,6.845,6.994,6.969,7.304,7.457,7.338,7.576,7.716,7.684
5ppb_S12,5,Ac TW 5ppb.xlsx,-0.308,-0.273,0.098,0.98,2.436,7.455,11.6,15.13,18.25,21.01,20.52,17.65,15.33,13.42,11.63,10.4,9.373,8.407,7.728,7.378,6.93,6.461,6.58,6.503,6.279,6.391,6.524,6.408,6.242,6.373,6.233,5.953,5.883,5.723,5.527,5.385,5.25,5.086,5.071,4.967,4.943,4.982,4.979,4.989,5.051,5.122,5.19,5.319,5.414,5.577,5.673,5.797,5.919,6.047,6.102,6.095,6.18,6.141,6.074,6.08,6.103,6.126,6.131,6.346,6.456,6.425,6.769,6.978,6.949,6.991,7.094,7.01,6.807,6.914,6.874,6.662,6.821,7.009,7.018,7.154,7.415,7.443,7.556,7.91,7.945,7.95,8.256,8.423,8.44
5ppb_S13,5,Ac TW 5ppb.xlsx,-0.63,-0.504,0.322,4.137,7.861,11.21,14.07,16.39,19.11,16.59,14.26,12.38,11.17,10.14,9.1,8.666,8.274,7.714,7.539,7.84,7.675,7.738,8.176,8.361,8.351,8.522,8.547,8.368,8.092,8.06,7.668,7.231,7.01,6.748,6.391,6.181,6.051,5.81,5.617,5.652,5.589,5.404,5.509,5.638,5.533,5.645,5.859,5.876,5.915,6.247,6.408,6.366,6.555,6.699,6.583,6.548,6.695,6.597,6.454,6.58,6.611,6.489,6.548,6.776,6.776,6.8,6.895,7.038,6.963,7.087,7.034,6.95,7.022,7.025,7.079,6.953,7.278,7.512,7.57,7.88,8.207,8.199,8.354,8.701,8.752,8.776,9.172,9.399,9.46
5ppb_S14,5,Ac TW 5ppb.xlsx,-0.504,-0.441,-0.105,0.784,-0.434,3.948,7.98,11.4,14.34,16.99,19.8,16.81,14.77,13.01,11.38,10.32,9.541,8.582,8.05,7.861,7.399,6.972,7.084,6.972,6.664,6.741,6.842,6.657,6.503,6.706,6.461,6.212,6.244,5.904,5.577,5.591,5.549,5.323,5.273,5.294,5.214,5.239,5.342,5.362,5.344,5.477,5.649,5.758,5.834,6.051,6.164,6.296,6.44,6.686,6.728,6.827,6.939,6.955,6.809,6.929,7.062,7.017,7.185,7.277,7.383,7.311,7.701,7.877,7.773,7.876,7.962,7.745,7.684,7.821,7.756,7.854,7.871,7.969,7.975,8.297,8.589,8.615,8.76,9.158,9.217,9.247,9.649,9.884,9.924
5ppb_S15,5,Ac TW 5ppb.xlsx,-0.175,-0.168,0.504,-0.343,0.553,6.552,11.8,16.17,19.96,23.3,24.28,20.61,17.79,15.4,13.24,11.75,10.52,9.317,8.386,7.882,7.238,6.622,6.531,6.195,5.817,5.74,5.838,5.547,5.414,5.586,5.474,5.33,5.4,5.211,4.98,4.902,4.917,4.788,4.753,4.67,4.563,4.576,4.656,4.689,4.794,4.841,4.972,5.084,5.269,5.389,5.582,5.657,5.852,6.089,6.154,6.155,6.296,6.306,6.179,6.274,6.376,6.35,6.315,6.588,6.716,6.618,6.98,7.219,7.134,7.219,7.363,7.208,7.031,7.195,7.194,6.96,7.169,7.381,7.372,7.562,7.878,7.931,8.102,8.47,8.557,8.58,8.934,9.138,9.138
5ppb_S16,5,Ac TW 5ppb.xlsx,-0.469,-0.364,-0.4515,-0.406,-0.567,-0.273,3.332,7.707,11.47,14.81,17.62,19.46,18.5,15.99,13.85,12.17,10.96,9.66,8.785,8.344,7.553,6.979,6.832,6.524,6.041,6.048,6.006,5.663,5.425,5.638,5.439,5.316,5.337,5.302,5.012,5.036,4.902,4.847,4.851,4.846,4.811,4.797,4.783,4.825,4.865,4.967,5.001,5.081,5.175,5.323,5.479,5.617,5.708,5.809,5.901,5.906,5.988,6.073,5.972,6.002,6.062,6.016,5.957,6.146,6.26,6.195,6.458,6.651,6.597,6.695,6.83,6.737,6.544,6.667,6.63,6.429,6.597,6.758,6.755,6.874,7.227,7.381,7.394,7.794,7.852,7.878,8.216,8.395,8.426
5ppb_S17,5,Ac TW 5ppb.xlsx,-0.371,0.07,0.756,3.724,8.61,12.7,16.19,19.26,21.13,20.17,17.3,14.9,13.19,11.68,10.4,9.464,8.841,7.931,7.378,7.161,6.65,6.209,6.048,5.803,5.411,5.351,5.33,5.103,4.987,5.057,5.005,4.96,4.889,4.889,4.753,4.723,4.853,4.779,4.551,4.656,4.748,4.794,4.924,5.023,5.149,5.281,5.374,5.583,5.691,5.893,6.068,6.118,6.234,6.398,6.406,6.386,6.385,6.356,6.259,6.325,6.496,6.441,6.478,6.728,6.873,6.77,7.073,7.185,7.024,7.006,7.096,6.989,6.818,7.009,7.094,6.942,7.262,7.516,7.58,7.835,8.115,8.129,8.279,8.626,8.696,8.732,9.149,9.464,9.599
5ppb_S18,5,Ac TW 5ppb.xlsx,-0.364,-0.399,-0.147,0.791,-0.504,3.101,7.049,10.61,13.64,16.28,18.55,17.04,14.73,12.74,11.05,9.863,8.918,7.945,7.308,6.909,6.426,5.992,5.887,5.621,5.243,5.208,5.187,4.935,4.865,5.005,4.893,4.753,4.879,4.854,4.644,4.711,4.826,4.781,4.798,4.842,4.9,4.888,4.879,4.956,5.017,5.244,5.388,5.491,5.649,5.849,6.013,6.216,6.335,6.504,6.558,6.546,6.729,6.766,6.71,6.75,6.799,6.859,6.876,7.175,7.339,7.252,7.611,7.805,7.718,7.78,7.872,7.71,7.468,7.59,7.512,7.314,7.514,7.692,7.595,7.828,8.134,8.167,8.326,8.675,8.755,8.771,9.121,9.343,9.368
5ppb_S19,5,Ac TW 5ppb.xlsx,0.182,1.141,-0.315,-0.392,0.294,-0.287,0.231,6.251,11.03,15.25,18.87,22.04,23.74,20.42,17.58,15.41,13.73,11.94,10.79,9.891,8.897,8.022,7.63,7.21,6.496,6.251,6.041,5.705,5.474,5.537,5.278,5.068,5.075,4.943,4.83,4.798,4.769,4.735,4.833,4.9,4.928,4.882,4.97,5.089,5.024,5.051,5.019,5.071,5.159,5.383,5.552,5.656,5.894,6.108,6.17,6.198,6.387,6.463,6.379,6.476,6.589,6.553,6.497,6.772,6.89,6.8,7.182,7.423,7.345,7.505,7.655,7.567,7.364,7.526,7.479,7.225,7.413,7.605,7.532,7.787,8.062,8.123,8.298,8.685,8.795,8.839,9.221,9.439,9.452
5ppb_S20,5,Ac TW 5ppb.xlsx,0.0,0.861,-0.469,-0.42,0.021,1.211,5.082,9.765,13.84,17.34,20.42,23.1,20.0,17.3,14.95,13.33,12.08,10.6,9.66,9.135,8.323,7.581,7.245,6.86,6.191,6.062,5.971,5.551,5.386,5.421,5.285,5.047,5.078,4.944,4.697,4.774,4.702,4.669,4.669,4.593,4.497,4.536,4.71,4.738,4.78,4.985,5.134,5.249,5.326,5.526,5.715,5.834,5.968,6.208,6.297,6.237,6.465,6.491,6.338,6.425,6.53,6.392,6.367,6.603,6.646,6.531,6.877,7.045,6.97,7.084,7.25,7.165,7.183,7.183,7.135,6.938,7.185,7.374,7.355,7.56,7.952,7.975,8.167,8.563,8.652,8.711,9.089,9.338,9.394
5ppb_S21,5,Ac TW 5ppb.xlsx,0.252,-0.336,-0.378,1.141,6.391,10.67,14.38,17.56,20.29,21.05,17.9,15.22,13.22,11.53,9.961,8.967,8.127,7.315,6.615,6.398,5.887,5.453,5.467,5.201,4.963,4.9,4.977,4.774,4.564,4.809,4.69,4.662,4.763,4.784,4.503,4.569,4.751,4.535,4.655,4.718,4.756,4.905,4.936,5.061,5.141,5.232,5.376,5.455,5.615,5.714,5.84,5.94,5.978,6.044,6.119,5.991,6.113,6.143,6.081,6.12,6.256,6.352,6.343,6.586,6.8,6.744,7.072,7.247,7.19,7.171,7.232,7.119,7.11,7.048,7.043,6.885,7.087,7.326,7.287,7.53,7.826,7.892,8.036,8.379,8.466,8.522,8.86,9.117,9.219
5ppb_S22,5,Ac TW 5ppb.xlsx,0.623,-0.266,-0.448,1.862,7.441,12.29,16.15,19.61,22.6,22.76,19.4,16.58,14.38,12.6,10.97,9.835,8.918,7.959,7.287,7.028,6.538,6.048,5.922,5.677,5.411,5.313,5.327,5.131,5.019,5.187,5.061,4.921,5.001,4.998,4.872,4.959,5.12,5.005,4.874,5.036,5.105,5.001,4.908,4.957,5.072,5.166,5.294,5.455,5.57,5.769,5.965,5.925,6.124,6.296,6.328,6.397,6.471,6.492,6.358,6.43,6.524,6.492,6.646,6.727,6.843,6.771,7.176,7.409,7.375,7.498,7.66,7.572,7.559,7.513,7.49,7.27,7.472,7.648,7.654,7.934,8.199,8.239,8.442,8.808,8.874,8.907,9.271,9.471,9.492
5ppb_S23,5,Ac TW 5ppb.xlsx,-0.231,0.434,-0.434,-0.413,-0.399,0.658,5.824,10.17,13.71,16.93,19.71,21.09,18.37,16.02,14.04,12.61,11.48,10.32,9.492,9.086,8.414,7.679,7.465,7.14,6.573,6.492,6.317,6.016,5.729,5.838,5.652,5.439,5.365,5.297,5.091,5.07,5.18,5.115,5.054,4.862,4.83,4.939,4.981,5.104,5.174,5.275,5.365,5.435,5.484,5.755,5.895,5.952,6.111,6.409,6.38,6.489,6.585,6.581,6.445,6.539,6.667,6.631,6.612,6.918,7.029,6.931,7.352,7.576,7.472,7.571,7.762,7.609,7.396,7.619,7.571,7.387,7.643,7.815,7.807,8.087,8.409,8.473,8.683,9.016,9.196,9.277,9.711,9.994,10.04
5ppb_S24,5,Ac TW 5ppb.xlsx,-0.315,0.35,-0.175,-0.336,3.633,9.107,13.75,17.62,20.89,23.54,21.88,18.46,15.8,13.58,11.58,10.07,8.939,7.777,7.042,6.461,5.915,5.411,5.264,4.991,4.732,4.641,4.564,4.368,4.354,4.445,4.41,4.426,4.403,4.445,4.305,4.368,4.508,4.452,4.529,4.683,4.658,4.714,4.921,5.11,4.954,5.119,5.393,5.486,5.588,5.88,6.092,6.19,6.414,6.669,6.701,6.72,6.9,6.865,6.855,6.816,6.839,6.727,6.753,6.925,6.942,6.967,7.289,7.425,7.413,7.612,7.674,7.509,7.437,7.43,7.425,7.129,7.243,7.408,7.372,7.504,7.858,7.843,7.987,8.33,8.417,8.449,8.76,8.907,8.878
75ppb_S1,75,Ac TW 75ppb.xlsx,-0.385,-0.308,0.203,-0.343,1.736,7.287,12.19,16.24,19.55,22.62,22.58,18.89,16.04,13.58,11.54,10.0,8.897,7.798,7.182,6.881,6.552,6.37,6.622,6.804,6.811,7.119,7.416,7.329,7.213,7.413,7.142,6.897,6.958,6.919,6.561,6.496,6.585,6.382,6.132,6.342,6.288,6.114,6.274,6.41,6.34,6.498,6.986,7.11,7.278,7.829,8.101,8.186,8.589,9.002,9.016,9.1,9.662,9.796,9.942,10.62,11.27,11.82,12.88,14.45,15.84,17.35,19.79,21.53,22.06,23.04,23.17,21.89,20.56,19.27,17.24,15.3,14.27,13.08,11.94,11.51,11.25,10.73,10.58,10.78,10.66,10.51,10.9,11.11,11.07
75ppb_S2,75,Ac TW 75ppb.xlsx,-0.392,-0.441,-0.371,0.245,3.297,8.82,13.58,17.6,20.89,23.79,22.41,18.77,16.02,13.64,11.62,10.16,9.072,8.099,7.525,7.301,7.063,6.902,7.203,7.434,7.427,7.731,7.896,7.875,7.66,7.835,7.705,7.371,7.457,7.331,6.991,6.874,7.03,6.772,6.536,6.769,6.692,6.459,6.613,6.841,6.757,6.916,7.331,7.462,7.644,8.125,8.435,8.473,8.788,9.256,9.203,9.324,9.8,9.991,10.1,10.78,11.49,12.07,13.22,14.85,16.26,17.86,20.31,21.94,22.2,22.95,22.88,21.37,19.9,18.59,16.53,14.72,13.74,12.69,11.63,11.28,11.08,10.6,10.48,10.69,10.57,10.44,10.83,11.05,11.05
75ppb_S3,75,Ac TW 75ppb.xlsx,0.175,-0.371,-0.49,4.697,9.835,14.21,17.92,21.09,24.52,20.94,17.65,14.86,12.71,10.92,9.359,8.295,7.497,6.727,6.3,6.174,6.041,6.041,6.265,6.44,6.545,6.783,6.867,6.755,6.65,6.617,6.477,6.256,6.022,5.892,5.758,5.717,5.633,5.478,5.562,5.497,5.441,5.407,5.572,5.648,5.621,5.939,6.3,6.408,6.641,7.149,7.428,7.454,7.902,8.291,8.263,8.437,9.037,9.324,9.509,10.49,11.46,12.22,13.56,14.61,15.92,17.4,19.53,20.85,20.87,21.27,20.9,19.38,17.91,16.66,14.81,13.18,12.31,11.33,10.43,10.09,9.877,9.453,9.31,9.467,9.369,9.254,9.604,9.803,9.807
7ppb_S1,7,Ac TW 7ppb.xlsx,0.252,1.085,-0.245,-0.063,0.315,-0.133,4.319,10.82,16.47,21.52,25.7,29.48,27.19,23.5,20.26,17.97,16.16,14.15,12.71,11.77,10.6,9.436,8.892,8.276,7.376,7.079,6.904,6.331,6.029,6.141,5.836,5.579,5.637,5.518,5.264,5.224,4.777,4.668,4.678,4.735,4.756,4.759,4.943,5.005,5.049,5.247,5.332,5.439,5.53,5.659,5.873,5.867,6.058,6.286,6.311,6.395,6.481,6.5,6.327,6.394,6.469,6.43,6.373,6.696,6.821,6.748,7.175,7.442,7.456,7.604,7.802,7.716,7.514,7.712,7.652,7.409,7.663,7.809,7.801,8.062,8.374,8.384,8.543,8.949,8.993,9.025,9.401,9.679,9.733
7ppb_S2,7,Ac TW 7ppb.xlsx,1.085,-0.154,0.021,0.399,1.19,-0.931,8.4,15.8,22.32,27.99,33.19,35.17,30.44,26.37,22.84,20.17,18.14,15.91,14.17,13.03,11.55,10.25,9.543,8.801,7.831,7.467,7.213,6.618,6.251,6.391,6.113,5.871,5.424,5.18,4.827,4.849,4.806,4.625,4.636,4.714,4.678,4.711,4.879,4.934,4.901,5.012,5.211,5.276,5.33,5.577,5.687,5.76,5.856,6.115,6.149,6.19,6.243,6.253,6.188,6.12,6.137,6.051,6.068,6.404,6.555,6.401,6.785,7.097,7.06,7.206,7.397,7.311,7.33,7.319,7.292,7.059,7.315,7.498,7.489,7.721,8.216,8.265,8.458,8.85,8.942,9.012,9.424,9.737,9.833
7ppb_S3,7,Ac TW 7ppb.xlsx,-0.035,0.112,0.658,-0.189,4.389,12.1,18.84,24.51,29.57,35.99,30.85,26.12,22.29,19.1,16.35,14.28,12.62,10.88,9.611,8.855,7.882,7.105,6.713,6.237,5.733,5.523,5.481,5.159,4.977,5.061,4.893,4.795,4.77,4.707,4.585,4.546,4.648,4.581,4.511,4.538,4.592,4.566,4.741,4.49,4.598,4.754,4.919,5.055,5.21,5.411,5.61,5.729,5.96,6.107,6.211,6.185,6.293,6.29,6.145,6.101,6.168,6.085,6.042,6.295,6.432,6.391,6.757,7.009,7.002,7.164,7.325,7.262,7.227,7.18,7.138,6.884,7.053,7.218,7.141,7.282,7.587,7.656,7.712,8.024,8.073,8.045,8.363,8.531,8.54
7ppb_S4,7,Ac TW 7ppb.xlsx,-0.196,-0.168,0.252,1.092,-0.21,2.016,9.282,15.61,21.07,25.96,30.06,30.04,26.12,22.71,19.77,17.64,16.02,14.13,12.73,11.82,10.61,9.506,8.935,8.272,7.409,7.131,6.916,6.422,6.106,6.179,5.896,5.617,5.703,5.647,5.339,4.865,4.77,4.588,4.604,4.656,4.635,4.645,4.802,4.889,4.882,5.046,5.192,5.295,5.353,5.611,5.806,5.85,6.051,6.325,6.297,6.367,6.444,6.401,6.4,6.341,6.411,6.3,6.288,6.561,6.688,6.63,7.076,7.357,7.311,7.5,7.753,7.662,7.705,7.725,7.68,7.423,7.658,7.847,7.836,8.115,8.407,8.438,8.594,8.988,9.051,9.082,9.562,9.858,9.926
